185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
149.152.16.0/20 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.32.0/19 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.64.0/20 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.96.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.112.0/20 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.128.0/18 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.192.0/19 #AS22742 CT-EDU-NET Connecticut Education Network, US
149.152.224.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
159.247.15.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
159.247.150.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
159.247.232.0/22 #AS22742 CT-EDU-NET Connecticut Education Network, US
159.247.236.0/23 #AS22742 CT-EDU-NET Connecticut Education Network, US
159.247.244.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
162.221.8.0/22 #AS22742 CT-EDU-NET Connecticut Education Network, US
162.246.4.0/22 #AS22742 CT-EDU-NET Connecticut Education Network, US
192.83.228.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
198.134.153.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
198.134.154.0/23 #AS22742 CT-EDU-NET Connecticut Education Network, US
198.134.156.0/22 #AS22742 CT-EDU-NET Connecticut Education Network, US
199.241.244.0/22 #AS22742 CT-EDU-NET Connecticut Education Network, US
199.249.227.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
206.231.44.0/24 #AS22742 CT-EDU-NET Connecticut Education Network, US
207.210.128.0/19 #AS22742 CT-EDU-NET Connecticut Education Network, US
208.47.164.0/23 #AS22742 CT-EDU-NET Connecticut Education Network, US
103.115.192.0/24 #AS23676 MARIIX-GU University of Guam, GU
87.246.224.0/20 #AS12346 LUBMAN-COM-AS Maria Curie-Sklodowska University, PL
192.188.233.0/24 #AS12346 LUBMAN-COM-AS Maria Curie-Sklodowska University, PL
192.188.235.0/24 #AS12346 LUBMAN-COM-AS Maria Curie-Sklodowska University, PL
212.182.80.0/20 #AS12346 LUBMAN-COM-AS Maria Curie-Sklodowska University, PL
212.182.96.0/19 #AS12346 LUBMAN-COM-AS Maria Curie-Sklodowska University, PL
103.155.125.0/24 #AS141059 IDNIC-AKPRINDYOGYAKARTA-AS-ID Yayasan Pembina Potensi Pembangunan, ID
150.241.0.0/18 #AS207714 TECNALIA Fundacion Tecnalia Research and Innovation, ES
143.160.0.0/19 #AS8094 PUKNET PUKNET, ZA
143.160.32.0/20 #AS8094 PUKNET PUKNET, ZA
143.160.48.0/21 #AS8094 PUKNET PUKNET, ZA
143.160.56.0/22 #AS8094 PUKNET PUKNET, ZA
143.160.64.0/19 #AS8094 PUKNET PUKNET, ZA
143.160.96.0/20 #AS8094 PUKNET PUKNET, ZA
143.160.112.0/21 #AS8094 PUKNET PUKNET, ZA
143.160.120.0/22 #AS8094 PUKNET PUKNET, ZA
143.160.124.0/23 #AS8094 PUKNET PUKNET, ZA
143.160.126.0/24 #AS8094 PUKNET PUKNET, ZA
143.160.128.0/19 #AS8094 PUKNET PUKNET, ZA
143.160.160.0/20 #AS8094 PUKNET PUKNET, ZA
143.160.176.0/21 #AS8094 PUKNET PUKNET, ZA
143.160.188.0/22 #AS8094 PUKNET PUKNET, ZA
143.160.192.0/20 #AS8094 PUKNET PUKNET, ZA
143.160.212.0/22 #AS8094 PUKNET PUKNET, ZA
143.160.216.0/21 #AS8094 PUKNET PUKNET, ZA
143.160.224.0/19 #AS8094 PUKNET PUKNET, ZA
196.6.221.0/24 #AS8094 PUKNET PUKNET, ZA
196.21.164.0/22 #AS8094 PUKNET PUKNET, ZA
196.252.0.0/15 #AS8094 PUKNET PUKNET, ZA
186.232.61.0/24 #AS262614 INSPER-INSTITUTO-ENSINO Insper Instituto de Ensino e Pesquisa, BR
91.229.57.0/24 #AS34883 FH-JOANNEUM FH JOANNEUM Gesellschaft mbH, AT
199.66.232.0/22 #AS18560 LSCO1 Lamar State College - Orange, US
81.208.128.0/20 #AS25343 COVENTRY-AS Coventry University Computing Services, GB
198.251.16.0/22 #AS36319 ENWHC NorthShore University HealthSystem, US
204.26.16.0/20 #AS36319 ENWHC NorthShore University HealthSystem, US
64.189.152.0/24 #AS393764 APOG-HUNTINGDON-COLLEGE Apogee Telecom Inc., US
208.92.240.0/22 #AS46155 DEERFIELD-ACADEMY Deerfield Academy, US
208.92.244.0/23 #AS46155 DEERFIELD-ACADEMY Deerfield Academy, US
208.92.246.0/24 #AS46155 DEERFIELD-ACADEMY Deerfield Academy, US
155.33.8.0/23 #AS401234 NORTHEASTERN-LON-AS Northeastern University, US
158.93.0.0/16 #AS398060 AU-158-93 Augusta University, US
103.84.157.0/24 #AS133168 SUOSAT-AS-AP Shahjalal University of Science and Technology, BD
103.84.158.0/23 #AS133168 SUOSAT-AS-AP Shahjalal University of Science and Technology, BD
199.123.13.0/24 #AS54762 ASHLANDUNIVERSITY Ashland University, US
146.187.0.0/16 #AS3935 EASTWAUNIV Eastern Washington University, US
156.1.0.0/16 #AS22226 SFUSD San Francisco Unified School District, US
64.5.144.0/24 #AS19354 WJCC-PUBLIC-SCHOOLS Williamsburg James City County Public Schools, US
195.19.32.0/20 #AS6868 BMSTU-AS Federal State Autonomous Educational Institution of Higher Education Bauman Moscow State Technical University, RU
158.250.0.0/17 #AS2683 RADIO-MSU Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
213.131.3.0/24 #AS2683 RADIO-MSU Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University, RU
180.131.148.0/22 #AS45906 NUOL-LA National University of Laos (NUOL), LA
144.96.248.0/23 #AS394801 SFA-ARDC Stephen F. Austin State University, US
103.182.98.0/24 #AS149397 IDNIC-KHAIRUN-AS-ID Universitas Khairun, ID
207.181.33.0/24 #AS30454 CO-LIN Copiah-Lincoln Community College, US
52.128.32.0/24 #AS33012 VERTEX-RESEARCH-GROUP Vertex Research Group Inc., US
216.24.53.0/24 #AS33012 VERTEX-RESEARCH-GROUP Vertex Research Group Inc., US
45.163.184.0/22 #AS268553 CENTRO-UNI-ADVENTISTA Centro Uni. Adventista de Ensino do Nordeste, BR
211.202.169.0/24 #AS152215 KACRHR-AS Korea Insurance Development Institute, KR
103.133.252.0/24 #AS138587 PSTU-AS-AP Patuakhali Science and Technology University, BD
103.133.254.0/24 #AS138587 PSTU-AS-AP Patuakhali Science and Technology University, BD
199.212.53.0/24 #AS15158 ALGOMAU-SSM Algoma University, CA
199.212.54.0/23 #AS15158 ALGOMAU-SSM Algoma University, CA
199.184.125.0/24 #AS13801 CONCORD-CARLISLE-MA Concord-Carlisle Regional School District, US
62.76.124.0/23 #AS8909 AMURSU Federal State Budgetary Educational Institution Of Higher Education Amur State University, RU
147.133.0.0/16 #AS33632 MSU-EAGLE Morehead State University, US
192.76.116.0/24 #AS33632 MSU-EAGLE Morehead State University, US
192.33.136.0/24 #AS40674 RTMSD Rose Tree Media School District, US
50.222.110.0/24 #AS40801 LEWISU-ROMEOVILLE Lewis University, US
209.65.80.0/20 #AS40801 LEWISU-ROMEOVILLE Lewis University, US
103.157.25.0/24 #AS141108 IDNIC-UINBANTEN-AS-ID Universitas Islam Negeri Sultan Maulana Hasanudin Banten, ID
188.93.106.0/24 #AS206337 IPE-RAS Schmidt Institute of Physics of the Earth of the Russian Academy of Sciences Federal State Budgetary Scientific Institution, RU
192.100.162.0/24 #AS28390 UNIVERSIDAD-AUTONOMA-NAYARIT Universidad Autonoma de Nayarit, MX
200.23.110.0/24 #AS28390 UNIVERSIDAD-AUTONOMA-NAYARIT Universidad Autonoma de Nayarit, MX
200.23.112.0/24 #AS28390 UNIVERSIDAD-AUTONOMA-NAYARIT Universidad Autonoma de Nayarit, MX
200.23.184.0/24 #AS28390 UNIVERSIDAD-AUTONOMA-NAYARIT Universidad Autonoma de Nayarit, MX
159.18.95.0/24 #AS11628 OICR-ONTARIO-INSTITUTE-FOR-CANCER-RESEARCHB Ontario Institute for Cancer Research, CA
206.108.120.0/21 #AS11628 OICR-ONTARIO-INSTITUTE-FOR-CANCER-RESEARCHB Ontario Institute for Cancer Research, CA
159.35.0.0/16 #AS53604 UAPB-AS University of Arkansas at Pine Bluff, US
8.39.117.0/24 #AS394170 SUSQUEHANNA-UNIVERSITY Susquehanna University, US
192.70.186.0/24 #AS394170 SUSQUEHANNA-UNIVERSITY Susquehanna University, US
216.87.192.0/20 #AS394170 SUSQUEHANNA-UNIVERSITY Susquehanna University, US
193.111.144.0/22 #AS16263 RAMAN Uniwersytet Radomski im. Kazimierza Pulaskiego, PL
200.9.102.0/23 #AS264029 UNIVERSIDADE-PARA-O Universidade para o Desenv. do Alto Vale do Itajai, BR
38.64.135.0/24 #AS46477 PERIM-ASN Perimeter Institute, CA
128.146.0.0/16 #AS159 OSUNET-AS Ohio State University, US
140.254.0.0/16 #AS159 OSUNET-AS Ohio State University, US
164.107.0.0/16 #AS159 OSUNET-AS Ohio State University, US
192.12.205.0/24 #AS159 OSUNET-AS Ohio State University, US
192.68.143.0/24 #AS159 OSUNET-AS Ohio State University, US
192.153.26.0/24 #AS159 OSUNET-AS Ohio State University, US
198.30.200.0/22 #AS159 OSUNET-AS Ohio State University, US
208.95.8.0/21 #AS27314 HIU Hope International University, US
192.12.173.0/24 #AS63331 LBL-2 Lawrence Berkeley National Laboratory, US
192.58.231.0/24 #AS63331 LBL-2 Lawrence Berkeley National Laboratory, US
204.62.155.0/24 #AS63331 LBL-2 Lawrence Berkeley National Laboratory, US
103.174.223.0/24 #AS147103 IDNIC-UMMETRO-ID Universitas Muhammadiyah Metro, ID
192.197.64.0/24 #AS32817 NORTHERN-COLLEGE-ORION Northern College of Applied Arts & Technology, CA
205.211.2.0/24 #AS32817 NORTHERN-COLLEGE-ORION Northern College of Applied Arts & Technology, CA
161.248.159.0/24 #AS153301 ABHI7700-AS-IN Institute For Development And Research In Banking Technology, IN
50.234.113.0/24 #AS26820 HERFF-JONES Herff Jones, US
199.255.12.0/23 #AS26820 HERFF-JONES Herff Jones, US
216.54.145.0/24 #AS26820 HERFF-JONES Herff Jones, US
64.49.112.0/23 #AS39987 KISD-ORG Kent Intermediate School District, US
64.49.115.0/24 #AS39987 KISD-ORG Kent Intermediate School District, US
64.49.121.0/24 #AS39987 KISD-ORG Kent Intermediate School District, US
64.49.122.0/23 #AS39987 KISD-ORG Kent Intermediate School District, US
64.49.124.0/22 #AS39987 KISD-ORG Kent Intermediate School District, US
103.52.132.0/24 #AS59111 AIU-NET Akita International University, JP
198.38.8.0/22 #AS394169 NASSAU-COMMUNITY-COLLEGE Nassau Community College, US
198.38.12.0/24 #AS394169 NASSAU-COMMUNITY-COLLEGE Nassau Community College, US
192.92.124.0/24 #AS16573 SMCC Santa Monica Community College District, US
207.233.32.0/24 #AS16573 SMCC Santa Monica Community College District, US
199.91.150.0/24 #AS401915 GSDRE2ASN Garfield School District No. RE-2, US
64.8.14.0/23 #AS401097 DICKINSON-EDU Dickinson College, US
64.9.54.0/23 #AS401097 DICKINSON-EDU Dickinson College, US
64.9.56.0/21 #AS401097 DICKINSON-EDU Dickinson College, US
192.102.232.0/24 #AS401097 DICKINSON-EDU Dickinson College, US
85.142.156.0/22 #AS8630 CHUVSU Fedaral State Educational Institution of higher professional Education 'Chuvash State University', RU
195.209.250.0/23 #AS8630 CHUVSU Fedaral State Educational Institution of higher professional Education 'Chuvash State University', RU
162.1.1.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.2.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.10.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.22.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.129.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.134.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.159.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.160.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.177.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.179.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
162.1.182.0/24 #AS27353 IUHEALTH-ASN Indiana University Health Inc., US
1.51.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
1.184.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
42.244.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
49.52.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
49.120.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
49.140.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
49.208.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
58.154.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
58.192.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
59.64.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
101.4.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
101.76.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
103.31.48.0/22 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
103.137.60.0/24 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
103.165.110.0/23 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
103.252.172.0/22 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
110.64.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
111.114.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
111.116.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
111.186.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
113.54.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
114.212.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
114.214.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
115.24.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
115.154.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
115.156.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
115.158.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
116.13.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
116.56.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
118.202.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
118.228.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
118.230.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
120.94.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
121.48.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
121.52.160.0/19 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
121.192.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
121.248.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
122.204.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
125.216.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
162.105.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
166.111.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
175.185.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
175.186.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
180.84.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
180.201.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
180.208.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
183.168.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
183.170.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
183.172.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.4.128.0/19 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.2.0/23 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.64.0/18 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.140.0/23 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.146.0/24 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.184.0/21 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.38.192.0/18 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.112.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.120.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.127.224.0/19 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.179.240.0/20 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
202.192.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
203.91.120.0/21 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
210.25.0.0/16 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
210.26.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
210.28.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
210.32.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
211.64.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
211.80.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
218.192.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
219.216.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
219.224.0.0/13 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
219.242.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
219.244.0.0/14 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
222.16.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
222.192.0.0/12 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
223.2.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
223.128.0.0/15 #AS4538 ERX-CERNET-BKB China Education and Research Network Center, CN
187.73.128.0/21 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
189.38.16.0/22 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
189.38.20.0/23 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
189.38.24.0/21 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
200.220.144.0/22 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
200.220.148.0/23 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
200.220.152.0/21 #AS28576 ITIBR-INSTITUTO-TECNOLOGIA ITIBR - Instituto de Tecnologia Informacao Brasil, BR
151.159.0.0/17 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
151.159.128.0/18 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
151.159.192.0/20 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
151.159.208.0/21 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
151.159.216.0/22 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
151.159.240.0/20 #AS11602 SDSMT-AS South Dakota School of Mines & Technology, US
202.89.104.0/22 #AS45663 GLOBAL-VALUELABS-AS-IN ValueLabs, IN
76.78.177.0/24 #AS400935 APOG-BEREACOLLEGE Apogee Telecom Inc., US
18.0.0.0/15 #AS3 AS3 Adaptive Systems A/S, US
18.3.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
18.4.0.0/14 #AS3 AS3 Adaptive Systems A/S, US
18.8.0.0/13 #AS3 AS3 Adaptive Systems A/S, US
18.16.0.0/15 #AS3 AS3 Adaptive Systems A/S, US
18.18.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
18.22.0.0/15 #AS3 AS3 Adaptive Systems A/S, US
18.25.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
18.26.0.0/15 #AS3 AS3 Adaptive Systems A/S, US
18.29.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
18.31.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
38.126.196.0/24 #AS3 AS3 Adaptive Systems A/S, US
103.162.43.0/24 #AS3 AS3 Adaptive Systems A/S, US
128.30.0.0/15 #AS3 AS3 Adaptive Systems A/S, US
128.52.0.0/16 #AS3 AS3 Adaptive Systems A/S, US
128.201.192.0/22 #AS3 AS3 Adaptive Systems A/S, US
168.235.162.0/23 #AS3 AS3 Adaptive Systems A/S, US
168.235.165.0/24 #AS3 AS3 Adaptive Systems A/S, US
192.52.61.0/24 #AS3 AS3 Adaptive Systems A/S, US
192.52.62.0/23 #AS3 AS3 Adaptive Systems A/S, US
192.52.64.0/23 #AS3 AS3 Adaptive Systems A/S, US
193.242.190.0/24 #AS3 AS3 Adaptive Systems A/S, US
137.112.0.0/16 #AS398451 RHIT Rose-Hulman Institute of Technology Inc, US
66.180.67.0/24 #AS395145 MCDONOGH McDonogh School Inc., US
205.251.18.0/24 #AS399232 SETON-HOME Seton Home Study School, US
140.146.0.0/16 #AS46103 UWW-EDU-ASN University of Wisconsin Whitewater, US
170.238.226.0/23 #AS264803 CORPORACION-UNIVERSITARIA-ADVENTISTA CORPORACION UNIVERSITARIA ADVENTISTA, CO
198.137.161.0/24 #AS23041 PENNHIGHLANDSCC Pennsylvania Highlands Community College, US
23.177.160.0/24 #AS397321 PROVIDENCE-MB-CA-01 Providence University College & Theological Seminary, CA
193.232.254.0/24 #AS8790 PETRSU-AS Federal State Budgetary Educational Institution of Higher Education Petrozavodsk State University, RU
194.85.172.0/23 #AS8790 PETRSU-AS Federal State Budgetary Educational Institution of Higher Education Petrozavodsk State University, RU
195.209.248.0/23 #AS8790 PETRSU-AS Federal State Budgetary Educational Institution of Higher Education Petrozavodsk State University, RU
90.85.39.0/24 #AS199233 MAIF-AS Mutuelle Assurance Instituteur France STE, FR
185.209.180.0/22 #AS199233 MAIF-AS Mutuelle Assurance Instituteur France STE, FR
194.2.130.0/23 #AS199233 MAIF-AS Mutuelle Assurance Instituteur France STE, FR
64.69.128.0/20 #AS53862 MCDANIELCOLLEGE McDaniel College, US
203.145.192.0/21 #AS18426 STPI-AS-TW National Applied Research Laboratories, TW
198.17.67.0/24 #AS397604 RFSUNY The Research Foundation for the State University of New York., US
103.108.86.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
103.251.15.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
130.102.0.0/16 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
152.98.192.0/18 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
192.12.76.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
192.150.137.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
202.134.49.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.5.112.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.6.250.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.15.32.0/19 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.16.236.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.20.244.0/23 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.22.86.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.23.253.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.25.67.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.26.2.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.56.0.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.57.147.0/24 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.100.0.0/19 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
203.101.224.0/19 #AS24436 UQ-AS-AP Australian Academic and Research Network, AU
117.17.200.0/21 #AS18038 KNUE-AS Korea National University of Education, KR
117.17.208.0/23 #AS18038 KNUE-AS Korea National University of Education, KR
210.93.96.0/20 #AS18038 KNUE-AS Korea National University of Education, KR
210.110.70.0/23 #AS18038 KNUE-AS Korea National University of Education, KR
220.68.16.0/22 #AS18038 KNUE-AS Korea National University of Education, KR
220.68.20.0/24 #AS18038 KNUE-AS Korea National University of Education, KR
222.116.143.0/24 #AS18038 KNUE-AS Korea National University of Education, KR
222.116.144.0/22 #AS18038 KNUE-AS Korea National University of Education, KR
58.137.217.0/24 #AS45800 SSRU-AS-AP Suan sunandha Rajabhat University, TH
58.137.218.0/24 #AS45800 SSRU-AS-AP Suan sunandha Rajabhat University, TH
58.181.147.0/24 #AS45800 SSRU-AS-AP Suan sunandha Rajabhat University, TH
203.155.54.0/24 #AS45800 SSRU-AS-AP Suan sunandha Rajabhat University, TH
203.209.82.0/24 #AS45800 SSRU-AS-AP Suan sunandha Rajabhat University, TH
84.237.48.0/21 #AS3335 NSU-AS Federal State Educational Institution of Higher Professional Education Novosibirsk State University National Research, RU
195.19.197.0/24 #AS61041 ALBVVP-AS Federal Budgetary Institution Administration of the Lensky Basin of Inland Waterways, RU
185.88.88.0/22 #AS203479 AL-AQSA-ASN1 Al-Aqsa University, PS
103.193.19.0/24 #AS133844 IDNIC-UINSUSKA-AS-ID Universitas Islam Negeri Suska Riau, ID
204.167.95.0/24 #AS1650 CAMBRIDGEMA-PUBLIC-SCHOOLS Cambridge Public Schools, US
192.152.29.0/24 #AS27304 DUHAWKS Loras College, US
198.183.227.0/24 #AS27304 DUHAWKS Loras College, US
198.96.84.0/22 #AS53566 GBCAAT The George Brown College of Applied Arts and Technology, CA
103.116.210.0/24 #AS137368 IDNIC-PTKS-AS-ID Poltekkes Kemenkes Surakarta, ID
157.110.0.0/16 #AS37910 CUNET Chubu University, JP
103.5.180.0/22 #AS132035 UUM-MY-AS-AP Universiti Utara Malaysia, MY
199.66.222.0/23 #AS54975 INKBRIDGE Inkbridge, CA
203.241.119.0/24 #AS131830 IBS-AS Institute for Basic Science, KR
203.247.183.0/24 #AS131830 IBS-AS Institute for Basic Science, KR
203.247.189.0/24 #AS131830 IBS-AS Institute for Basic Science, KR
141.80.0.0/16 #AS210482 MDCBLN-AS Max-Delbrueck-Centrum fuer Molekulare Medizin in der Helmholtz-Gemeinschaft, DE
192.150.244.0/24 #AS395274 LAKE-TRAVIS-ISD Lake Travis ISD, US
147.126.0.0/18 #AS7968 LOYOLA-UNIV-CHICAGO Loyola University Chicago, US
147.126.64.0/19 #AS7968 LOYOLA-UNIV-CHICAGO Loyola University Chicago, US
