# Last 14 days where more than 2 ports overlap per host
# Common ports included in list if not already part of top50 ports found:
# 21,22,23,53,80,123,139,161,162,389,443,445,500,1001,3306,3389,4500,5000,5001,5900,8000,8001,8080,8443,10000
#
# PORTS REPORTED ON INCL TOP50 FOUND
# 0,21,22,23,53,68,80,81,82,83,88,123,137,139,161,162,389,443,445,500,1001,1433,1900,2222,2375,3000,3306,3389,4500,5000,5001,5021,5060,5122,5432,5555,5900,6021,6080,6379,7777,8000,8001,8080,8081,8082,8088,8443,8728,8888,9000,9200,9443,10000,17000,27015,27017
#
#
106.15.238.36    #AS37963     3 ports   1433,27017,6379           ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
106.75.129.142   #AS58466     3 ports   111,2375,5432             CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
107.173.144.114  #AS36352     3 ports   5060,8000,8083            #AS-COLOCROSSING - HostPapa, US
107.23.137.152   #AS14618     3 ports   3000,443,80               AMAZON-AES - Amazon.com, Inc., US
111.9.42.36      #AS9808      3 ports   2375,443,80               CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
112.51.27.82     #AS9808      3 ports   22,2222,2375              CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
118.123.1.35     #AS4134      3 ports   6443,8008,9090            CHINANET-BACKBONE - No.31,Jin-rong Street, CN
118.26.111.107   #AS135377    3 ports   22,23,80                  UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
121.40.20.65     #AS37963     3 ports   2222,2375,443             ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
121.41.31.208    #AS37963     3 ports   2222,23,443               ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
123.58.196.28    #AS135377    3 ports   5060,6443,8000            UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
124.198.131.46   #AS210558    3 ports   143,21,3389               services-1337-gmbh - 1337 Services GmbH, DE
12.79.116.210    #AS7018      3 ports   22,2222,2375              ATT-INTERNET4 - AT&T Enterprises, LLC, US
128.203.200.182  #AS8075      3 ports   161,3389,8888             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
128.203.204.165  #AS8075      3 ports   443,80,81                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
134.199.209.2    #AS14061     3 ports   5060,8082,8083            DIGITALOCEAN-ASN - DigitalOcean, LLC, US
135.119.112.132  #AS8075      3 ports   443,81,8443               MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.88.104   #AS8075      3 ports   21,27017,8001             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.96.21    #AS8075      3 ports   3306,8001,9443            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.125.29.129   #AS16276     3 ports   5060,8000,8081            OVH - OVH SAS, FR
135.233.112.94   #AS8075      3 ports   22,25565,80               MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.120.244  #AS8075      3 ports   111,389,8088              MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.125.26   #AS8075      3 ports   21,443,8001               MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.126.220  #AS8075      3 ports   110,8080,9443             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.126.223  #AS8075      3 ports   111,8443,88               MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.126.99   #AS8075      3 ports   143,1723,8088             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.127.109  #AS8075      3 ports   3306,9200,9443            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.127.188  #AS8075      3 ports   445,8006,8443             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.127.223  #AS8075      3 ports   139,443,8080              MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.237.127.238  #AS8075      3 ports   137,80,81                 MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
138.197.15.3     #AS14061     3 ports   443,8080,9443             DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.197.39.208   #AS14061     3 ports   2222,2375,443             DIGITALOCEAN-ASN - DigitalOcean, LLC, US
139.144.235.132  #AS63949     3 ports   143,17000,5122            AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
139.227.100.253  #AS17621     3 ports   22,2375,80                CNCGROUP-SH - China Unicom Shanghai network, CN
139.59.37.187    #AS14061     3 ports   111,53,8081               DIGITALOCEAN-ASN - DigitalOcean, LLC, US
14.159.197.8     #AS4134      3 ports   2222,23,443               CHINANET-BACKBONE - No.31,Jin-rong Street, CN
143.198.115.76   #AS14061     3 ports   25,7547,8080              DIGITALOCEAN-ASN - DigitalOcean, LLC, US
143.42.1.34      #AS63949     3 ports   10000,23,6379             AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
143.42.164.127   #AS63949     3 ports   22,6443,80                AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
143.42.164.97    #AS63949     3 ports   2222,8081,9200            AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
144.31.156.249   #AS215439    3 ports   22,2222,23                PLAY2GO-NET - PLAY2GO INTERNATIONAL LIMITED, GB
145.63.128.45    #AS211381    3 ports   443,80,8080               PODAON - Podaon SIA, LV
145.63.139.138   #AS211381    3 ports   443,80,8080               PODAON - Podaon SIA, LV
146.190.86.30    #AS14061     3 ports   1900,8000,8081            DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.88.241.27    #AS20052     3 ports   161,1900,7777             ARBOR - Arbor Networks, Inc., US
147.185.132.106  #AS396982    3 ports   143,445,7777              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.108  #AS396982    3 ports   10001,111,1723            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.111  #AS396982    3 ports   3306,5001,8080            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.135  #AS396982    3 ports   1900,5000,9443            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.150  #AS396982    3 ports   143,443,8888              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.162  #AS396982    3 ports   10000,23,80               GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.165  #AS396982    3 ports   139,3389,9200             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.16   #AS396982    3 ports   123,8088,9000             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.174  #AS396982    3 ports   110,137,8082              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.183  #AS396982    3 ports   22,53,88                  GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.19   #AS396982    3 ports   10001,123,7547            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.216  #AS396982    3 ports   111,1433,5555             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.222  #AS396982    3 ports   143,389,8080              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.225  #AS396982    3 ports   143,5555,8081             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.231  #AS396982    3 ports   110,8090,8443             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.240  #AS396982    3 ports   10001,123,68              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.243  #AS396982    3 ports   1080,6379,81              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.24   #AS396982    3 ports   4500,8081,82              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.255  #AS396982    3 ports   23,389,5000               GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.28   #AS396982    3 ports   161,500,8080              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.39   #AS396982    3 ports   23,83,88                  GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.46   #AS396982    3 ports   143,161,4500              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.52   #AS396982    3 ports   3389,8080,8888            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.57   #AS396982    3 ports   161,7001,8888             GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.63   #AS396982    3 ports   2222,3000,3389            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.64   #AS396982    3 ports   22,82,88                  GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.66   #AS396982    3 ports   389,4500,83               GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.67   #AS396982    3 ports   6443,8090,9200            GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.69   #AS396982    3 ports   10001,8082,8888           GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.73   #AS396982    3 ports   10001,8008,8443           GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.78   #AS396982    3 ports   53,6443,8000              GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.87   #AS396982    3 ports   10001,3389,8088           GOOGLE-CLOUD-PLATFORM - Google LLC, US
148.153.56.174   #AS63199     3 ports   8006,8083,9200            CDSC-AS1 - CDS Global Cloud Co., Ltd, US
150.107.36.236   #AS135377    3 ports   17000,25565,500           UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
150.107.38.5     #AS135377    3 ports   123,8000,9000             UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
152.32.174.171   #AS135377    3 ports   22,2222,23                UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
154.16.44.167    #AS25369     3 ports   10000,27015,7777          BANDWIDTH-AS - Hydra Communications Ltd, GB
156.232.100.95   #AS135377    3 ports   137,1900,53               UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
157.230.15.107   #AS14061     3 ports   5060,8000,8083            DIGITALOCEAN-ASN - DigitalOcean, LLC, US
157.230.8.75     #AS14061     3 ports   143,443,8008              DIGITALOCEAN-ASN - DigitalOcean, LLC, US
157.245.69.67    #AS14061     3 ports   3389,443,5060             DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.223.217.240  #AS14061     3 ports   443,80,8080               DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.89.1.53      #AS14061     3 ports   22,443,80                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
160.119.76.106   #AS49870     3 ports   443,80,8080               AS49870-BV - Alsycon B.V., NL
160.119.76.60    #AS49870     3 ports   111,54322,8083            AS49870-BV - Alsycon B.V., NL
161.35.108.63    #AS14061     3 ports   443,53,80                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
162.33.178.231   #AS399629    3 ports   21,2222,23                BLNWX - BL Networks, US
163.172.4.167    #AS12876     3 ports   3000,5000,8080            AS12876 - Scaleway SAS, FR
165.154.11.140   #AS135377    3 ports   137,23,8888               UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
165.232.179.54   #AS14061     3 ports   443,53,8080               DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.79.176   #AS14061     3 ports   8000,8080,8083            DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.94.145.24    #AS398705    3 ports   1723,8000,8008            CENSYS-ARIN-02 - Censys, Inc., US
167.99.147.219   #AS14061     3 ports   23,3389,5555              DIGITALOCEAN-ASN - DigitalOcean, LLC, US
168.138.232.38   #AS31898     3 ports   22,2222,2375              ORACLE-BMC-31898 - Oracle Corporation, US
170.187.165.218  #AS63949     3 ports   2087,8000,9000            AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
170.64.130.197   #AS14061     3 ports   3389,554,8080             DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.154.131   #AS14061     3 ports   25,8080,9443              DIGITALOCEAN-ASN - DigitalOcean, LLC, US
170.64.166.144   #AS14061     3 ports   1723,80,9443              DIGITALOCEAN-ASN - DigitalOcean, LLC, US
172.174.211.225  #AS8075      3 ports   5060,8083,9200            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.202.122.207  #AS8075      3 ports   7547,9000,9200            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.210.9.172    #AS8075      3 ports   5060,6379,8888            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.210.9.231    #AS8075      3 ports   123,2375,8088             MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.232.108.36   #AS63949     3 ports   443,80,9200               AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
172.232.8.247    #AS63949     3 ports   22,8000,8088              AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
172.234.199.93   #AS63949     3 ports   2375,3389,88              AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
173.255.242.196  #AS63949     3 ports   22,443,9200               AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
176.65.149.182   #AS51396     3 ports   10000,1080,9443           PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
176.65.149.31    #AS51396     3 ports   111,5502,554              PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
177.22.44.30     #AS52981     3 ports   23,80,8080                AS52981 - Conecta Tecnologia LTDA, BR
178.128.66.109   #AS14061     3 ports   443,53,8080               DIGITALOCEAN-ASN - DigitalOcean, LLC, US
178.20.210.152   #AS210006    3 ports   1723,22,2222              #ASKZ - Shereverov Marat Ahmedovich, KZ
178.238.234.244  #AS51167     3 ports   443,80,9200               CONTABO - Contabo GmbH, DE
179.127.30.77    #AS28209     3 ports   1900,8000,8082            #AS28209 - Under Servicos de Internet Ltda, BR
179.43.163.26    #AS51852     3 ports   1080,111,2087             PLI-AS - Private Layer INC, PA
179.63.15.107    #AS271597    3 ports   8080,8082,8083            #AS271597 - NEW LINK CONNECT, BR
180.232.31.158   #AS9658      3 ports   2375,6379,8088            ETPI-IDS-AS-AP - Eastern Telecoms Phils., Inc., PH
180.76.172.156   #AS38365     3 ports   22,23,443                 Baidu - Beijing Baidu Netcom Science and Technology Co., Ltd., CN
18.218.230.153   #AS16509     3 ports   6443,7001,9090            AMAZON-02 - Amazon.com, Inc., US
18.218.94.172    #AS16509     3 ports   6443,7001,9090            AMAZON-02 - Amazon.com, Inc., US
18.224.39.133    #AS16509     3 ports   6443,7001,9090            AMAZON-02 - Amazon.com, Inc., US
184.105.139.123  #AS6939      3 ports   2375,8006,83              HURRICANE - Hurricane Electric LLC, US
184.105.139.77   #AS6939      3 ports   22,8000,8001              HURRICANE - Hurricane Electric LLC, US
184.105.139.78   #AS6939      3 ports   123,88,9200               HURRICANE - Hurricane Electric LLC, US
184.105.139.87   #AS6939      3 ports   137,5900,80               HURRICANE - Hurricane Electric LLC, US
184.105.139.94   #AS6939      3 ports   8000,8081,9090            HURRICANE - Hurricane Electric LLC, US
184.105.247.211  #AS6939      3 ports   10001,5001,7777           HURRICANE - Hurricane Electric LLC, US
184.105.247.235  #AS6939      3 ports   80,8080,83                HURRICANE - Hurricane Electric LLC, US
184.72.121.94    #AS14618     3 ports   22,443,8443               AMAZON-AES - Amazon.com, Inc., US
184.72.64.42     #AS14618     3 ports   3000,7547,9200            AMAZON-AES - Amazon.com, Inc., US
185.136.15.77    #AS205997    3 ports   54443,7001,8181           Vlad_Cojuhari - Vlad Cojuhari, MD
185.189.182.234  #AS215747    3 ports   443,80,8080               NubaCloud - NubaCloud B.V., NL
185.200.116.40   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.41   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.42   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.43   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.67   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.75   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.200.116.86   #AS9009      3 ports   1080,1723,3389            M247 - M247 Europe SRL, RO
185.226.197.75   #AS21859     3 ports   443,8000,8443             ZEN-ECN - Zenlayer Inc, US
185.242.226.17   #AS202425    3 ports   143,22,7547               INT-NETWORK - IP Volume inc, SC
185.242.226.63   #AS202425    3 ports   10000,123,161             INT-NETWORK - IP Volume inc, SC
185.242.3.129    #AS60223     3 ports   500,5060,53               NETIFACE-AS - Netiface Limited, GB
185.242.3.59     #AS60223     3 ports   10001,123,1900            NETIFACE-AS - Netiface Limited, GB
185.246.128.152  #AS42237     3 ports   1900,3000,5555            w1n - w1n ltd, GB
185.246.128.192  #AS42237     3 ports   1900,3000,5555            w1n - w1n ltd, GB
186.96.105.227   #AS262186    3 ports   23,2375,443               AS262186 - TV AZTECA SUCURSAL COLOMBIA, CO
188.92.77.12     #AS43513     3 ports   1900,3000,5555            NANO-AS - Sia Nano IT, LV
188.92.79.113    #AS43513     3 ports   1900,3000,5555            NANO-AS - Sia Nano IT, LV
192.241.120.184  #AS55286     3 ports   22,23,3000                SERVER-MANIA - B2 Net Solutions Inc., CA
192.3.67.114     #AS36352     3 ports   2222,2375,80              AS-COLOCROSSING - HostPapa, US
193.124.20.230   #AS25369     3 ports   10000,10001,110           BANDWIDTH-AS - Hydra Communications Ltd, GB
193.124.20.231   #AS25369     3 ports   25,53,6379                BANDWIDTH-AS - Hydra Communications Ltd, GB
193.124.20.234   #AS25369     3 ports   143,21,554                BANDWIDTH-AS - Hydra Communications Ltd, GB
193.124.20.243   #AS25369     3 ports   500,8000,8088             BANDWIDTH-AS - Hydra Communications Ltd, GB
193.124.20.248   #AS25369     3 ports   6379,81,88                BANDWIDTH-AS - Hydra Communications Ltd, GB
193.163.125.10   #AS211298    3 ports   3306,445,9200             DRIFTNET - Driftnet Ltd, GB
193.163.125.112  #AS211298    3 ports   111,27017,8443            DRIFTNET - Driftnet Ltd, GB
193.163.125.114  #AS211298    3 ports   22,7547,8000              DRIFTNET - Driftnet Ltd, GB
193.163.125.117  #AS211298    3 ports   23,8443,9000              DRIFTNET - Driftnet Ltd, GB
193.163.125.125  #AS211298    3 ports   3306,53,80                DRIFTNET - Driftnet Ltd, GB
193.163.125.133  #AS211298    3 ports   110,161,22                DRIFTNET - Driftnet Ltd, GB
193.163.125.157  #AS211298    3 ports   123,7547,80               DRIFTNET - Driftnet Ltd, GB
193.163.125.159  #AS211298    3 ports   6379,8443,88              DRIFTNET - Driftnet Ltd, GB
193.163.125.166  #AS211298    3 ports   161,8000,8006             DRIFTNET - Driftnet Ltd, GB
193.163.125.167  #AS211298    3 ports   123,5432,9200             DRIFTNET - Driftnet Ltd, GB
193.163.125.16   #AS211298    3 ports   3306,8443,9000            DRIFTNET - Driftnet Ltd, GB
193.163.125.170  #AS211298    3 ports   110,22,8443               DRIFTNET - Driftnet Ltd, GB
193.163.125.218  #AS211298    3 ports   143,21,80                 DRIFTNET - Driftnet Ltd, GB
193.163.125.220  #AS211298    3 ports   1433,25,554               DRIFTNET - Driftnet Ltd, GB
193.163.125.226  #AS211298    3 ports   5060,6379,8181            DRIFTNET - Driftnet Ltd, GB
193.163.125.228  #AS211298    3 ports   111,139,2087              DRIFTNET - Driftnet Ltd, GB
193.163.125.239  #AS211298    3 ports   80,8080,8443              DRIFTNET - Driftnet Ltd, GB
193.163.125.245  #AS211298    3 ports   443,7547,81               DRIFTNET - Driftnet Ltd, GB
193.163.125.247  #AS211298    3 ports   1080,8000,8080            DRIFTNET - Driftnet Ltd, GB
