101.0.64.0/18 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
203.22.132.0/24 #AS17551 ANYCAST-AS-AP Anycast Global Backbone, AU
203.22.134.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.221.36.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.38.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.4.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.41.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.42.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.144.0/23 #AS56105 VICDET-AS-AP Department of Education and Training - Victoria, AU
203.221.45.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.147.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.221.47.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.148.0/23 #AS56105 VICDET-AS-AP Department of Education and Training - Victoria, AU
203.221.48.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.150.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.221.51.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.52.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.56.0/21 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.2.216.0/24 #AS10221 HEWLETT-PACKARD Multi-homed connections to multiple ISPs providing, AU
203.221.64.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.70.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.2.217.0/24 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
203.221.72.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.75.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.76.0/22 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.8.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.2.218.0/24 #AS9342 ABC-AS-AP Australian Broadcasting Corporation, AU
203.221.84.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.86.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.88.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.188.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.22.193.0/24 #AS136518 WA-GOVERNMENT-AS-AP WA Government project, AU
203.221.94.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.195.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.22.196.0/24 #AS7647 OTNPL-AS-AP OnTheNet Pty Ltd, AU
203.221.97.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.221.99.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.200.0/23 #AS9328 DATACOM-AU DATACOM SYSTEMS AU PTY LTD, AU
203.22.202.0/24 #AS7647 OTNPL-AS-AP OnTheNet Pty Ltd, AU
203.22.2.0/24 #AS24017 FOXTEL-AS-AU-AP Foxtel Management Pty Ltd, AU
203.22.205.0/24 #AS154293 COGD-AS-AP City of Greater Dandenong, AU
203.22.206.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.22.208.0/22 #AS136522 TAFENSW-AS2-AP TAFE NSW, AU
203.222.128.0/19 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.22.214.0/24 #AS149305 SPGS-AS-AP St Pauls Grammar School Penrith Limited, AU
203.22.215.0/24 #AS45947 SECUREPAY-AS-AP SecurePay Pty Ltd. Payment Gateway, AU
203.22.216.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.22.224.0/23 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.22.234.0/23 #AS132576 WORLEYLIMITED-AS-AP Worley Limited, AU
203.2.224.0/24 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
203.22.251.0/24 #AS10023 TERRYCREWS-AS-AP Terry Crews, AU
203.22.255.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.222.64.0/18 #AS38333 SYMBIO-AS-AU-AP Symbio Networks, AU
203.2.228.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.2.231.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.223.179.0/24 #AS151833 DATA-COM-AS-AP Sarb Management Group, AU
203.223.185.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.22.32.0/19 #AS17906 PWC-AP PricewaterhouseCoopers, AU
203.2.240.0/20 #AS132029 ASN-TELSTRA-02 Telstra Limited, AU
203.22.64.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.22.67.0/24 #AS2764 AAPT AAPT Limited, AU
203.22.70.0/23 #AS9652 ECN-AS-AP ECN Internet, AU
203.22.72.0/23 #AS17889 INTRACEPTIVES-AU-AS-AP Intraceptives Pty Ltd, AU
203.22.74.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.22.80.0/23 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.22.83.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.22.86.0/24 #AS24436 UQ-AS-AP University of Queensland, AU
203.22.96.0/24 #AS7585 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD PEX, AU
203.23.105.0/24 #AS137864 RCPA-AS-AP Royal College of Pathologists of Australasia, AU
203.23.11.0/24 #AS9648 ASN-OZONLINE-AU # AS-OZONLINE-AU CONVERTED TO ASN-OZONLINE-AU FOR RPSL COMPLIANCE Australia On-Line Pty Ltd, AU
203.23.116.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.23.118.0/24 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
203.23.119.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.23.120.0/23 #AS9544 PIP-AS-AP Clarenston TA Preferred Internet Provider, AU
203.23.136.0/24 #AS56132 MONASHUNI-AU-AS-AP Monash University, AU
203.23.138.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.23.139.0/24 #AS24516 VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
203.23.142.0/24 #AS9749 GPKNET-AS-AU GPK Group, AU
203.23.152.0/21 #AS9648 ASN-OZONLINE-AU # AS-OZONLINE-AU CONVERTED TO ASN-OZONLINE-AU FOR RPSL COMPLIANCE Australia On-Line Pty Ltd, AU
203.23.16.0/23 #AS9648 ASN-OZONLINE-AU # AS-OZONLINE-AU CONVERTED TO ASN-OZONLINE-AU FOR RPSL COMPLIANCE Australia On-Line Pty Ltd, AU
203.23.173.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.23.175.0/24 #AS2764 AAPT AAPT Limited, AU
203.23.178.0/23 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
203.23.18.0/24 #AS9555 VZB-AU-AS Verizon Australia PTY Limited, AU
203.23.190.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.23.191.0/24 #AS2764 AAPT AAPT Limited, AU
203.23.194.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.23.196.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.23.20.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.2.32.0/20 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.23.208.0/20 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.23.22.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.23.225.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.23.236.0/22 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.23.246.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.23.250.0/24 #AS10145 SECUREIPITS-AS-AP SecureIP ITS, AU
203.23.252.0/24 #AS133431 ACURIX-AS-AP Acurix Networks Pty Ltd, AU
203.23.253.0/24 #AS24436 UQ-AS-AP University of Queensland, AU
203.23.30.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.23.31.0/24 #AS55506 PENTANA-AS Pentana Solutions, AU
203.23.36.0/24 #AS153451 KENPROPTYLTD-AS-AP Kenpro Pty Ltd, AU
203.23.38.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.23.41.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.23.44.0/24 #AS9426 WESTPAC-AS-AP Westpac Bank, AU
203.23.53.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.23.56.0/24 #AS140977 SCECGS-AS-AP SCECGS Redlands Ltd, AU
203.23.57.0/24 #AS137411 OPP-NON-AS-AP Office Of Public Prosecutions VIC, AU
203.23.60.0/24 #AS24069 WINC-AS-AP Winc Australia Pty Limited, AU
203.23.7.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.23.72.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.23.75.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.23.78.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.23.86.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.23.90.0/24 #AS134184 JOEYS-AS-AP MARIST BROTHERS ST JOSEPHS COLLEGE, AU
203.24.0.0/21 #AS9426 WESTPAC-AS-AP Westpac Bank, AU
203.24.100.0/23 #AS9443 VOCUS-RETAIL-AU Vocus Retail, AU
203.24.11.0/24 #AS7585 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD PEX, AU
203.24.113.0/24 #AS131480 INNOVATIONSDIRECT-AS-AP Innovations Direct Pty Ltd, AU
203.24.117.0/24 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
203.24.126.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.24.134.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.24.137.0/24 #AS37993 CRANBROOK-AS-AP Cranbrook School, AU
203.24.148.0/23 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.24.163.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.24.164.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.24.166.0/24 #AS23863 GDPL-AS-AP GKY Distributors Pty Ltd, AU
203.24.170.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.24.17.0/24 #AS63956 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
203.24.171.0/24 #AS2764 AAPT AAPT Limited, AU
203.24.182.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.24.190.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.24.19.0/24 #AS18349 FUJIXEROXAUSTRALIA Fuji Xerox Australia, AU
203.24.194.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.24.201.0/24 #AS2764 AAPT AAPT Limited, AU
203.24.206.0/24 #AS55762 ICAP-AU Internet Communication AP Pty. Ltd., AU
203.24.211.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.24.22.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.24.240.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.24.26.0/24 #AS17473 E2-CLOUD-AS-AP emPOWER Data Services, AU
203.24.32.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.24.35.0/24 #AS9382 DARKTIDE-AS-AP darktide.net, AU
203.24.40.0/24 #AS2764 AAPT AAPT Limited, AU
203.24.48.0/24 #AS141749 DEPTGOVSPORTCULTURAL-NON-AS-AP Department of Local Government, Sport and Cultural Industries, AU
203.24.49.0/24 #AS153598 AACTPL-AS-AP Armadillo Applied Computer Technologies Pty Ltd, AU
203.24.52.0/23 #AS9544 PIP-AS-AP Clarenston TA Preferred Internet Provider, AU
203.24.54.0/24 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.24.61.0/24 #AS140603 CEATECH-AS-AP CEA Technologies PTY LTD, AU
203.24.62.0/24 #AS2764 AAPT AAPT Limited, AU
203.24.63.0/24 #AS23727 MANSOL-AS-AU Managed Solutions Internet AS Internet Service Provider, AU
203.24.71.0/24 #AS7635 TCC-AS-AP Townsville City Council, AU
203.24.73.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.24.78.0/24 #AS139578 SAAB-AS-AU Saab Australia Pty Ltd, AU
203.2.48.0/22 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.24.9.0/24 #AS150672 THEHUTCHINSSCHOOL-AS-AP Hutchins School Board of Management, AU
203.24.93.0/24 #AS56035 RESEAU RESE, AU
203.24.97.0/24 #AS24437 UWA-AS-AP University of Western Australia, AU
203.25.0.0/20 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.25.102.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.25.109.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.25.111.0/24 #AS7722 TELPACIFIC-AS-AP TELPACIFIC PL, AU
203.25.120.0/24 #AS9738 BRENNANIT-AS9738-AP Brennan IT, AU
203.25.121.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.25.124.0/24 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
203.25.126.0/23 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.25.128.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.25.132.0/24 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
203.25.134.0/24 #AS2764 AAPT AAPT Limited, AU
203.25.141.0/24 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.25.144.0/24 #AS137968 PSPL-AS-AP Pen10 Services Pty Ltd, AU
203.25.149.0/24 #AS2764 AAPT AAPT Limited, AU
203.25.163.0/24 #AS135128 NPC-AS-AP Newcastle Port Corporation, AU
203.25.165.0/24 #AS137998 TGAP-AS-AP TRAPEZE GROUP ASIA PACIFIC PTY LTD, AU
203.25.17.0/24 #AS2764 AAPT AAPT Limited, AU
203.25.173.0/24 #AS55532 SQUIZ-AS-AP Squiz Pty Ltd, AU
203.25.185.0/24 #AS7600 ESCAPE-NET-AS Escape.net, AU
203.25.186.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.25.193.0/24 #AS18165 RESMED-AS-SYD ResMed Dual Internet Gateway, AU
203.25.195.0/24 #AS2764 AAPT AAPT Limited, AU
203.25.22.0/24 #AS136572 TOOTCIO-AS-AP Office of The Chief Information Officer OCIO, AU
203.25.227.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.25.230.0/23 #AS132619 PD-AS-AP POLICE DEPARTMENT VIC, AU
203.25.234.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.25.238.0/24 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
203.25.245.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.25.247.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.25.248.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.25.253.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.25.26.0/23 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.25.31.0/24 #AS55506 PENTANA-AS Pentana Solutions, AU
203.25.32.0/22 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
203.25.40.0/22 #AS55506 PENTANA-AS Pentana Solutions, AU
203.25.67.0/24 #AS24436 UQ-AS-AP University of Queensland, AU
203.25.75.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.25.77.0/24 #AS141161 HSBC-AS-AP HSBC BANK AUSTRALIA LIMITED, AU
203.25.82.0/24 #AS136423 MELBGRAMM-AS Melbourne Grammar School, AU
203.25.84.0/24 #AS2764 AAPT AAPT Limited, AU
203.25.92.0/22 #AS6262 CSIRO Commonwealth Scientific and Industrial, AU
203.25.97.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.25.98.0/24 #AS148968 FALCORE-AS-AP Falcore Investments Pty Ltd, AU
203.2.60.0/23 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.26.100.0/24 #AS9328 DATACOM-AU DATACOM SYSTEMS AU PTY LTD, AU
203.26.107.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.26.112.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.26.113.0/24 #AS23727 MANSOL-AS-AU Managed Solutions Internet AS Internet Service Provider, AU
203.26.118.0/24 #AS10148 UNIMELB-AS-AP The University of Melbourne, Melbourne, Victoria, AU
203.26.120.0/22 #AS136572 TOOTCIO-AS-AP Office of The Chief Information Officer OCIO, AU
203.26.13.0/24 #AS38858 SOMERVILLE-AS-AU-AP Somerville, AU
203.26.138.0/23 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.26.142.0/24 #AS55525 FRV-AS-AP Fire Rescue Victoria, AU
203.26.146.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.26.147.0/24 #AS2764 AAPT AAPT Limited, AU
203.26.16.0/20 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.26.175.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.26.177.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.26.178.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.26.184.0/24 #AS149814 BLUECONNECTIONSIT-AS-AP BLUE CONNECTIONS PTY LTD, AU
203.26.190.0/24 #AS23706 TNT-AP TNT Australia, NSW, AU
203.26.196.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.26.199.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.26.200.0/23 #AS135350 IMMANUEL-AS-AP Immanuel College, AU
203.26.2.0/24 #AS24436 UQ-AS-AP University of Queensland, AU
203.26.206.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.26.208.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.26.213.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.26.219.0/24 #AS140623 SCOTSCOLLEGE-AS-AP The Scots College, AU
203.26.225.0/24 #AS151799 VYTALGROUPPTYLTD-AS-AP Dialplan, AU
203.26.235.0/24 #AS134555 ENCOO-AS-AP Encoo Pty Ltd, AU
203.26.245.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.26.248.0/21 #AS23965 SYDCS-AS-AP Sydney Catholic Schools, AU
203.26.32.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.26.37.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.26.38.0/24 #AS38858 SOMERVILLE-AS-AU-AP Somerville, AU
203.26.41.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
203.26.51.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.26.6.0/24 #AS17720 TTECH-AS-AP Treen Technology, AU
203.26.75.0/24 #AS18036 NECA-CMS NECA CMS, Melbourne, AU
203.26.79.0/24 #AS24305 EDGEIXPTYLTD-AS-AP EdgeIX Pty Ltd, AU
203.26.8.0/22 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.26.87.0/24 #AS2764 AAPT AAPT Limited, AU
203.26.90.0/23 #AS24502 PARLOFWA-AS-AU Parliament of Western Australia, AU
203.26.94.0/23 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.26.98.0/24 #AS9461 NET2000-AS-AP Net2000 Pty Ltd, AU
203.27.101.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.27.104.0/23 #AS58734 BRISCONVEXCENTRE-AS-AP Brisbane Convention and Exhibition Centre, AU
203.27.106.0/23 #AS137409 GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
203.27.11.0/24 #AS135893 LATROBEUNIVERSITY-AS-AP La Trobe University, AU
203.27.116.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.27.118.0/24 #AS132847 NETSG-AS-AP Network Solutions Group Pty Ltd, AU
203.27.126.0/24 #AS151499 APANAI-AS-AP Australian Public Access Network Association Inc, AU
203.27.128.0/18 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.27.193.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.27.197.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.27.198.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.27.199.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.27.21.0/24 #AS38084 ETHAN-AU-AP Ethan Group, AU
203.27.221.0/24 #AS24433 CQU-AS-AP Central Queensland University, AU
203.27.223.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.27.225.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.27.231.0/24 #AS17551 ANYCAST-AS-AP Anycast Global Backbone, AU
203.27.238.0/23 #AS135399 BLACKMORES-AS-AP Blackmores Ltd, AU
203.27.24.0/23 #AS132581 VICTRACK-AS-AP VICTORIAN RAIL TRACK, AU
203.27.244.0/22 #AS133853 CYB-AS-AP Century Yuasa Batteries Pty Ltd, AU
203.27.30.0/24 #AS2764 AAPT AAPT Limited, AU
203.27.38.0/24 #AS58723 WORLDVISION-AS-AP World Vision Australia, AU
203.27.42.0/23 #AS136154 ROCKHAMPTONCITY-AS-AP Rockhampton City Council, AU
203.27.44.0/24 #AS23727 MANSOL-AS-AU Managed Solutions Internet AS Internet Service Provider, AU
203.27.47.0/24 #AS7637 SLVTSD-AS-AP State Library Of Victoria, AU
203.2.75.0/24 #AS4804 MPX-AS Microplex PTY LTD, AU
203.27.5.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.27.52.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.27.56.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.27.60.0/24 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
203.27.62.0/24 #AS38572 MATERHOSPITAL-AS-AP Mater Health Services Brisbane Limited, AU
203.27.63.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.27.67.0/24 #AS9627 TCR-AP TCR Holdings Ltd, AU
203.27.69.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.27.72.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.27.77.0/24 #AS136518 WA-GOVERNMENT-AS-AP WA Government project, AU
203.27.78.0/24 #AS23871 AINS-AS-AP Australia Internet Solutions, AU
203.27.87.0/24 #AS56113 CHALLENGER-AS-AP ASN for Challenger, AU
203.27.90.0/23 #AS9544 PIP-AS-AP Clarenston TA Preferred Internet Provider, AU
203.27.92.0/24 #AS133758 OZTELL-AS-AP OZtell, AU
203.27.98.0/24 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.2.80.0/20 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.28.113.0/24 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.28.115.0/24 #AS133116 KCGM-AS-AP Kalgoorlie Consolidated Gold Mines, AU
203.28.116.0/23 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.28.121.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.28.122.0/24 #AS2764 AAPT AAPT Limited, AU
203.28.126.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.28.14.0/24 #AS23886 PWCS-AS-AP Port Waratah Coal Services Ltd, AU
203.28.142.0/24 #AS17535 GENISYST-AS-AP Genisyst Pty Ltd, AU
203.28.150.0/24 #AS149164 AVONDALE-NON-AS-AP AVONDALE UNIVERSITY LIMITED, AU
203.28.156.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.28.159.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.28.160.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.28.166.0/24 #AS2764 AAPT AAPT Limited, AU
203.28.167.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.28.17.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.28.172.0/24 #AS137049 PGST-AS-AP Performance Peripherals Australasia, AU
203.28.173.0/24 #AS2764 AAPT AAPT Limited, AU
203.28.176.0/24 #AS137049 PGST-AS-AP Performance Peripherals Australasia, AU
203.28.181.0/24 #AS9449 QLDVOIP-AU QLD VoIP Services Australia, AU
203.28.183.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.28.184.0/24 #AS9893 DSE-VIC-GOV-AS Cenitex, AU
203.28.188.0/23 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.28.191.0/24 #AS133930 TESSERENT-AS-AP Tesserent Pty Ltd, AU
203.28.193.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.28.195.0/24 #AS154329 PBSAPLAPT-AS-AP Phoenix Business Solutions Australia Pty Ltd, AU
203.28.202.0/23 #AS138390 TGSNSW-NON-AS-AP Trinity Grammar School, AU
203.28.22.0/24 #AS58713 FIBERVISION-NET-AU 1113 Corporate Drive, AU
203.28.224.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.28.234.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.28.238.0/24 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
203.28.240.0/22 #AS10148 UNIMELB-AS-AP The University of Melbourne, Melbourne, Victoria, AU
203.28.244.0/24 #AS10148 UNIMELB-AS-AP The University of Melbourne, Melbourne, Victoria, AU
203.28.250.0/23 #AS10148 UNIMELB-AS-AP The University of Melbourne, Melbourne, Victoria, AU
203.28.28.0/24 #AS131998 TMAUS1-NET-AS-AP Ticketmaster Australasia, AU
203.28.36.0/24 #AS136518 WA-GOVERNMENT-AS-AP WA Government project, AU
203.28.37.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.28.46.0/23 #AS140211 CITYOFMARION-AS-AP City of Marion, AU
203.28.48.0/23 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
203.28.50.0/24 #AS38719 DREAMSCAPE-AS-AP Dreamscape Networks Limited, AU
203.28.51.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.28.52.0/24 #AS58696 HB-AU 100 Whale Beach Road, AU
