102.128.164.0/23 #AS9009 M247, RO
89.33.31.0/24 #AS44154 SOFTEH-AS Popa Stoica din Farcas, 39, RO
89.33.32.0/21 #AS35725 TELEKOM, RO
89.33.4.0/24 #AS34538 QUICK-NET-AS, RO
89.33.44.0/24 #AS205275 ROMARG, RO
89.33.45.0/24 #AS214530 GLIGA, RO
89.33.48.0/21 #AS35725 TELEKOM, RO
89.33.5.0/24 #AS31554 LANSOFT LANSOFT NETWORK, RO
89.33.72.0/21 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.33.80.0/24 #AS12310 INES Bucharest  ROMANIA, RO
89.33.8.0/24 #AS9009 M247, RO
89.33.83.0/24 #AS9009 M247, RO
89.33.86.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.33.88.0/21 #AS39347 SELL-AS Orasul Navodari - Primaria Navodari, RO
89.33.9.0/24 #AS64441 CONECTIX-AS, RO
89.33.96.0/22 #AS35584 RO-BMSITGROUP-AS, RO
89.34.100.0/24 #AS43704 TEILOR, RO
89.34.101.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.34.107.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.34.110.0/24 #AS49468 MAGHOST_, RO
89.34.122.0/23 #AS9009 M247, RO
89.34.160.0/24 #AS61353 INFLPR-AS, RO
89.34.173.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.34.178.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.34.180.0/22 #AS25311 DIGI-BE, RO
89.34.24.0/23 #AS33911 TENNET, RO
89.34.27.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
89.34.72.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.34.8.0/21 #AS34450 WDC-AS Bucuresti Romania, RO
89.34.91.0/24 #AS60676 HORIA-GREEN-AS Str MARC AURELIU NR 20, RO
89.34.92.0/24 #AS205275 ROMARG, RO
89.35.0.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.35.113.0/24 #AS60125 EUROINS-AS, RO
89.35.115.0/24 #AS44277 DIGI-AS, RO
89.35.117.0/24 #AS214530 GLIGA, RO
89.35.128.0/24 #AS39668 AS-INTERSAT_CT Ion Ratiu nr.33, RO
89.35.158.0/24 #AS60604 PRIMARIA-CALARASI-AS, RO
89.35.160.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
89.35.173.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.35.192.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
89.35.204.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.35.224.0/24 #AS34304 TEENTELECOM, RO
89.35.225.0/24 #AS35450 DAINET, RO
89.35.229.0/24 #AS34304 TEENTELECOM, RO
89.35.230.0/24 #AS35450 DAINET, RO
89.35.232.0/24 #AS34304 TEENTELECOM, RO
89.35.235.0/24 #AS34304 TEENTELECOM, RO
89.35.236.0/24 #AS34304 TEENTELECOM, RO
89.35.238.0/24 #AS34304 TEENTELECOM, RO
89.35.27.0/24 #AS50884 XCHANGENET, RO
89.35.33.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.35.35.0/24 #AS59934 CONVERSION-AS, RO
89.35.38.0/24 #AS35267 MASSIVE-TELECOM, RO
89.35.4.0/23 #AS6718 NAV NAV Communications, RO
89.35.50.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.35.55.0/24 #AS31362 PROTECTNET, RO
89.35.57.0/24 #AS39347 SELL-AS Orasul Navodari - Primaria Navodari, RO
89.35.6.0/23 #AS40975 CHML-AS, RO
89.35.74.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.35.77.0/24 #AS49302 ACTIVENET-AS Str. Viorelelor nr. 4, RO
89.35.80.0/23 #AS48955 IRM-AS, RO
89.36.128.0/23 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.36.130.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.36.131.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
89.36.132.0/22 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.36.143.0/24 #AS60583 CNE-AS Str. Medgidiei, Nr. 2, RO
89.36.144.0/22 #AS39861 CSM-AS, RO
89.36.148.0/23 #AS214530 GLIGA, RO
89.36.152.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.36.154.0/24 #AS203053 CLAUSWEB, RO
89.36.173.0/24 #AS49164 ARAMIS-AS, RO
89.36.174.0/24 #AS60907 MIRDARA-AS 1 Decembrie Nr 112a, RO
89.36.18.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
89.36.19.0/24 #AS31362 PROTECTNET, RO
89.36.192.0/24 #AS206382 NEXTSTART, RO
89.36.193.0/24 #AS43938 SC-GATEWAY-TELECOM-SRL-AS, RO
89.36.196.0/24 #AS214530 GLIGA, RO
89.36.198.0/24 #AS35348 COMPUTER4U-AS, RO
89.36.20.0/24 #AS35348 COMPUTER4U-AS, RO
89.36.224.0/24 #AS9009 M247, RO
89.36.24.0/21 #AS39756 ROHOSTWAY-AS, RO
89.36.254.0/24 #AS34304 TEENTELECOM, RO
89.36.37.0/24 #AS50884 XCHANGENET, RO
89.36.72.0/24 #AS50884 XCHANGENET, RO
89.36.76.0/24 #AS9009 M247, RO
89.36.78.0/24 #AS9009 M247, RO
89.36.79.0/24 #AS56570 DAVA-AS Gheorghe Doja nr. 51H, RO
89.36.8.0/21 #AS47505 QNS-AS, RO
89.36.89.0/24 #AS43938 SC-GATEWAY-TELECOM-SRL-AS, RO
89.36.93.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
89.36.94.0/23 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
89.37.108.0/22 #AS31609 TELESON-AS Mihai Viteazu 40 Sighisoara Romania, RO
89.37.112.0/22 #AS58022 AGE-AS str.Principala nr 138, RO
89.37.116.0/23 #AS62390 NEXONHOST, RO
89.37.120.0/21 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.37.135.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.37.136.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
89.37.139.0/24 #AS58074 IRM-AS, RO
89.37.141.0/24 #AS50424 WIDECOM-AS, RO
89.37.143.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.37.156.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
89.37.158.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.37.159.0/24 #AS214530 GLIGA, RO
89.37.184.0/24 #AS58078 MAIRON-AS Str. Drumul de Centura Nr. 59, RO
89.37.186.0/23 #AS6718 NAV NAV Communications, RO
89.37.195.0/24 #AS9009 M247, RO
89.37.212.0/22 #AS205275 ROMARG, RO
89.37.235.0/24 #AS48336 DAZOOT-AS Splaiul Unirii 160, Corp C3, Et. 2, RO
89.37.29.0/24 #AS203053 CLAUSWEB, RO
89.37.56.0/24 #AS203929 NEXT-LEVEL-BUSINESS-SRL, RO
89.37.97.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
89.38.104.0/24 #AS48669 DEPSYSTEMS-AS, RO
89.38.137.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.38.138.0/23 #AS214530 GLIGA, RO
89.38.140.0/22 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.38.156.0/22 #AS16220 UTCBNET, RO
89.38.208.0/22 #AS41635 LIVEHOSTING-AS, RO
89.38.224.0/22 #AS9009 M247, RO
89.38.230.0/24 #AS2614 ROEDUNET, RO
89.38.231.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.38.232.0/24 #AS48671 FIRE-CREDIT-AS, RO
89.38.233.0/24 #AS31244 MYSERVER-MEDIA-AS, RO
89.38.236.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.38.241.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.38.248.0/21 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.38.48.0/22 #AS34740 PCHARDWAREWEB, RO
89.38.57.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.38.58.0/24 #AS43474 EASYNET, RO
89.38.59.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.38.72.0/22 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.38.8.0/21 #AS41496 RO-TVSAT-AS, RO
89.39.0.0/22 #AS9050 RTD Bucharest, Romania, RO
89.39.109.0/24 #AS44807 LIDER-IT-AS Str Masinei Nr 1, RO
89.39.111.0/24 #AS39543 TENNET-AS, RO
89.39.12.0/22 #AS39345 BTS-AS, RO
89.39.126.0/23 #AS61139 TV-TEOMAR-AS PRICIPALA BROSCAUTI, RO
89.39.148.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.39.174.0/23 #AS48563 AVA-AS Gheorghe Popescu nr. 12, RO
89.39.176.0/22 #AS56654 AS56654, RO
89.39.189.0/24 #AS3164 ASTIMP-IT, RO
89.39.190.0/24 #AS59892 IT-ECOSERV-AS Frunzisului, nr. 34, RO
89.39.203.0/24 #AS33823 GEMENII-NETWORK PHOENIX TELECOM & MEDIA SERVICES, RO
89.39.209.0/24 #AS203053 CLAUSWEB, RO
89.39.243.0/24 #AS41496 RO-TVSAT-AS, RO
89.39.244.0/24 #AS41496 RO-TVSAT-AS, RO
89.39.246.0/24 #AS205275 ROMARG, RO
89.39.248.0/22 #AS41850 ADEVARUL-AS, RO
89.39.253.0/24 #AS33977 BANAT-TELECOM-AS, RO
89.39.4.0/23 #AS9050 RTD Bucharest, Romania, RO
89.39.6.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.39.66.0/24 #AS64441 CONECTIX-AS, RO
89.39.67.0/24 #AS9050 RTD Bucharest, Romania, RO
89.39.68.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.39.72.0/22 #AS41852 FIBERONE-AS, RO
89.39.83.0/24 #AS205275 ROMARG, RO
89.39.88.0/24 #AS50220 ROPARDO-AS Reconstructiei 2A, RO
89.39.89.0/24 #AS47915 NIXWAY-SRL, RO
89.39.93.0/24 #AS207958 GLSROMANIA, RO
89.40.100.0/22 #AS51626 UTI-GRUP-AS Str. Cernauti nr. 27C, RO
89.40.105.0/24 #AS9009 M247, RO
89.40.130.0/24 #AS34723 RNT-AS Str Inclinata 1-3, Sector 5, Bucuresti, Romania, RO
89.40.132.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.40.133.0/24 #AS6718 NAV NAV Communications, RO
89.40.136.0/23 #AS214530 GLIGA, RO
89.40.148.0/22 #AS41858 MARILUC-AS, RO
89.40.16.0/22 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.40.167.0/24 #AS60694 PARTENER-AS CALEA MOINESTI NR. 34, RO
89.40.181.0/24 #AS9009 M247, RO
89.40.182.0/23 #AS9009 M247, RO
89.40.184.0/21 #AS48537 NOVACOMM-AS Str. Solidaritatii, nr. 5, RO
89.40.196.0/22 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
89.40.20.0/24 #AS61279 CHIMCOMPLEX-AS Industriilor Nr 3, RO
89.40.201.0/24 #AS41496 RO-TVSAT-AS, RO
89.40.202.0/24 #AS41496 RO-TVSAT-AS, RO
89.40.205.0/24 #AS9009 M247, RO
89.40.206.0/24 #AS9009 M247, RO
89.40.214.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
89.40.218.0/24 #AS50940 COMOTI-AS, RO
89.40.219.0/24 #AS9009 M247, RO
89.40.22.0/23 #AS58022 AGE-AS str.Principala nr 138, RO
89.40.222.0/23 #AS48955 IRM-AS, RO
89.40.224.0/24 #AS56458 INNOBYTE-SOLUTIONS, RO
89.40.225.0/24 #AS41573 PLASTOR, RO
89.40.232.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
89.40.239.0/24 #AS49252 PROLINK-AS Bd. Alexandru Obregia nr. 10-14, RO
89.40.25.0/24 #AS58022 AGE-AS str.Principala nr 138, RO
89.40.32.0/23 #AS203053 CLAUSWEB, RO
89.40.34.0/24 #AS34714 OPTICNET, RO
89.40.40.0/24 #AS9009 M247, RO
89.40.42.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.40.46.0/23 #AS39861 CSM-AS, RO
89.40.67.0/24 #AS39543 TENNET-AS, RO
89.40.71.0/24 #AS9009 M247, RO
89.40.72.0/24 #AS205275 ROMARG, RO
89.40.73.0/24 #AS48874 HOSTMAZE HOSTMAZE, RO
89.40.77.0/24 #AS214529 DSNET, RO
89.40.93.0/24 #AS41496 RO-TVSAT-AS, RO
89.40.94.0/23 #AS41496 RO-TVSAT-AS, RO
89.40.96.0/22 #AS56729 AT-NET, RO
89.41.136.0/23 #AS42123 IQM-AS, RO
89.41.174.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.41.176.0/23 #AS33911 TENNET, RO
89.41.178.0/24 #AS60984 SPICE, RO
89.41.179.0/24 #AS62390 NEXONHOST, RO
89.41.180.0/23 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
89.41.182.0/23 #AS33911 TENNET, RO
89.41.26.0/24 #AS9009 M247, RO
89.41.31.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.41.36.0/22 #AS205275 ROMARG, RO
89.41.56.0/23 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
89.41.60.0/23 #AS39756 ROHOSTWAY-AS, RO
89.41.63.0/24 #AS31362 PROTECTNET, RO
89.42.108.0/23 #AS60453 IMPULS-CONSTRUCT-AS MALULUI, NR. 10, RO
89.42.11.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.42.116.0/23 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
89.42.13.0/24 #AS203053 CLAUSWEB, RO
89.42.132.0/24 #AS213323 ZMC ZMC, RO
89.42.135.0/24 #AS213323 ZMC ZMC, RO
89.42.14.0/24 #AS31362 PROTECTNET, RO
89.42.148.0/23 #AS20879 DIGI-PT, RO
89.42.15.0/24 #AS61389 RARTEL-AS, RO
89.42.16.0/21 #AS12310 INES Bucharest  ROMANIA, RO
89.42.176.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.42.192.0/22 #AS41763 CRISTEA-TELECOM-SYSTEM-SRL Str. Unirii, Nr.94A, Constanta, RO
89.42.200.0/22 #AS42405 PAN-NET-AS, RO
89.42.214.0/24 #AS31362 PROTECTNET, RO
89.42.216.0/21 #AS205275 ROMARG, RO
89.42.232.0/24 #AS56871 EVOWISE, RO
89.42.233.0/24 #AS9009 M247, RO
89.42.234.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.42.248.0/21 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.42.27.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
89.42.28.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.42.30.0/24 #AS9050 RTD Bucharest, Romania, RO
89.42.31.0/24 #AS39347 SELL-AS Orasul Navodari - Primaria Navodari, RO
89.42.35.0/24 #AS31362 PROTECTNET, RO
89.42.36.0/23 #AS24695 TMA-AS Sos Bucuresti-Targoviste Nr 147 Bl 27 Sc G Ap 3, RO
89.42.38.0/23 #AS215014 DENI, RO
89.42.41.0/24 #AS48459 CIANET-AS, RO
89.42.42.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
89.42.50.0/23 #AS34304 TEENTELECOM, RO
89.42.59.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.42.9.0/24 #AS31102 AT-AS, RO
89.43.136.0/22 #AS31017 GMBNET, RO
89.43.16.0/22 #AS41151 DIGITALIT-AS, RO
89.43.174.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
89.43.175.0/24 #AS42786 DYNAMICTELECOM, RO
89.43.190.0/23 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
89.43.193.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.43.194.0/23 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.43.200.0/23 #AS42614 RADIO-NET-AS, RO
89.43.240.0/21 #AS6718 NAV NAV Communications, RO
89.43.24.0/22 #AS34560 SOFTEX-AS, RO
89.43.45.0/24 #AS213590 DIGITALRUS-SRL, RO
89.43.46.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
89.43.50.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
89.43.53.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.43.54.0/24 #AS41749 NETCOMPUTERS-AS, RO
89.43.55.0/24 #AS57009 SATOGA-AS Satoga SRL, RO
89.43.61.0/24 #AS44277 DIGI-AS, RO
89.43.63.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.43.79.0/24 #AS60453 IMPULS-CONSTRUCT-AS MALULUI, NR. 10, RO
89.44.100.0/23 #AS9009 M247, RO
89.44.10.0/24 #AS9009 M247, RO
89.44.104.0/24 #AS31362 PROTECTNET, RO
89.44.105.0/24 #AS203053 CLAUSWEB, RO
89.44.109.0/24 #AS3164 ASTIMP-IT, RO
89.44.11.0/24 #AS41496 RO-TVSAT-AS, RO
89.44.120.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
89.44.121.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.44.122.0/24 #AS61050 INNOVA-AS, RO
89.44.123.0/24 #AS57446 TELEMONT-AS Sat Sabasa Nr 491, RO
89.44.124.0/24 #AS205275 ROMARG, RO
89.44.125.0/24 #AS41749 NETCOMPUTERS-AS, RO
89.44.136.0/24 #AS64441 CONECTIX-AS, RO
89.44.137.0/24 #AS205275 ROMARG, RO
89.44.138.0/23 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
89.44.140.0/23 #AS207752 BRANDL-AS, RO
89.44.142.0/23 #AS48836 ANAHOTELS-AS Bd. Poligrafiei nr. 1, RO
89.44.144.0/24 #AS42756 QUARTZ-MATRIX-AS B-dul Carol I, 5, RO
89.44.160.0/22 #AS12842 INTERNET-OLTENIA, RO
89.44.164.0/23 #AS12842 INTERNET-OLTENIA, RO
89.44.200.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.44.201.0/24 #AS9009 M247, RO
89.44.204.0/24 #AS59590 LZM-AS Aleea Callatis, Nr. 1, RO
89.44.214.0/23 #AS31554 LANSOFT LANSOFT NETWORK, RO
89.44.224.0/24 #AS35348 COMPUTER4U-AS, RO
89.44.225.0/24 #AS41028 COBRATELECOM-AS, RO
89.44.226.0/23 #AS41028 COBRATELECOM-AS, RO
89.44.228.0/22 #AS35348 COMPUTER4U-AS, RO
89.44.232.0/22 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.44.238.0/23 #AS34916 DNET-AS Theodor Pallady, 3 X1, D, 169, RO
89.44.246.0/24 #AS214330 AFFIDEA-AS, RO
89.44.47.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
89.44.78.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
89.44.83.0/24 #AS64471 ABC-ASIGURARI-AS, RO
89.44.9.0/24 #AS9009 M247, RO
89.45.10.0/24 #AS9009 M247, RO
89.45.11.0/24 #AS62185 RICCI-AS Str. M. Zaciu nr. 24 5, RO
89.45.12.0/23 #AS62390 NEXONHOST, RO
89.45.124.0/23 #AS48955 IRM-AS, RO
89.45.15.0/24 #AS205275 ROMARG, RO
89.45.160.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.45.16.0/21 #AS34723 RNT-AS Str Inclinata 1-3, Sector 5, Bucuresti, Romania, RO
89.45.163.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.45.164.0/24 #AS39543 TENNET-AS, RO
89.45.166.0/23 #AS41807 SKYTELECOM-AS 5, Calea Moinesti Street, RO
89.45.168.0/21 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.45.192.0/21 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
89.45.200.0/21 #AS212221 RO-EFX-AS, RO
89.45.224.0/24 #AS9009 M247, RO
89.45.34.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
89.45.4.0/22 #AS9009 M247, RO
89.45.47.0/24 #AS41043 LOOLISH, RO
89.45.64.0/23 #AS42568 DPNET Bucharest, Insulei 4, RO
89.45.66.0/24 #AS48955 IRM-AS, RO
89.45.83.0/24 #AS205275 ROMARG, RO
89.45.88.0/24 #AS61958 ASIST-TELECOM-AS BULEVARD NICOLAE IORGA, NUMARUL 63, BLOC B13, SCARA B, PARTER, RO
89.45.90.0/24 #AS9009 M247, RO
89.45.91.0/24 #AS204157 ASRENTROP, RO
89.45.92.0/24 #AS56871 EVOWISE, RO
89.46.100.0/22 #AS9009 M247, RO
89.46.114.0/24 #AS9009 M247, RO
89.46.120.0/24 #AS61033 TOYOTA-AS, RO
89.46.160.0/22 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.46.168.0/21 #AS50369 SAFEGRID, RO
89.46.208.0/21 #AS44826 PCNET-CATV-AS, RO
89.46.220.0/23 #AS44682 TFIBER Strada Peroni nr. 45, RO
89.46.232.0/23 #AS9009 M247, RO
89.46.234.0/24 #AS9009 M247, RO
89.46.236.0/24 #AS9009 M247, RO
89.46.240.0/24 #AS49734 NOOH-MEDIA-AS, RO
89.46.24.0/21 #AS6718 NAV NAV Communications, RO
89.46.243.0/24 #AS47225 CRUCIAL-AS, RO
89.46.244.0/24 #AS51441 AGRICOVER-AS, RO
89.46.245.0/24 #AS44740 ROMFRACHT-AS, RO
89.46.246.0/24 #AS9009 M247, RO
89.46.5.0/24 #AS59735 STAER-AS Str. Siderurgistilor nr. 24 Bl. SD 6B parter, RO
89.46.6.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
89.46.62.0/24 #AS9009 M247, RO
89.46.7.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
89.46.93.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
89.47.0.0/24 #AS34304 TEENTELECOM, RO
89.47.101.0/24 #AS39543 TENNET-AS, RO
89.47.102.0/23 #AS39543 TENNET-AS, RO
89.47.104.0/21 #AS39543 TENNET-AS, RO
89.47.120.0/24 #AS39543 TENNET-AS, RO
89.47.12.0/24 #AS34304 TEENTELECOM, RO
89.47.122.0/24 #AS39543 TENNET-AS, RO
89.47.14.0/24 #AS34304 TEENTELECOM, RO
89.47.179.0/24 #AS62279 ANR-AS Incinta Port nr. 1 Cladire ANR, RO
89.47.192.0/22 #AS51909 RIN-AS, RO
89.47.208.0/20 #AS25311 DIGI-BE, RO
89.47.224.0/21 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
89.47.232.0/24 #AS62390 NEXONHOST, RO
89.47.234.0/24 #AS9009 M247, RO
89.47.240.0/22 #AS205275 ROMARG, RO
89.47.247.0/24 #AS39756 ROHOSTWAY-AS, RO
89.47.250.0/23 #AS9050 RTD Bucharest, Romania, RO
89.47.254.0/24 #AS51099 BLUEPINK-AS BLUEPINK HOSTING SRL, RO
89.47.255.0/24 #AS31102 AT-AS, RO
89.47.42.0/24 #AS41749 NETCOMPUTERS-AS, RO
89.47.53.0/24 #AS205275 ROMARG, RO
89.47.54.0/24 #AS35161 TCVNET-AS, RO
89.47.62.0/24 #AS9009 M247, RO
89.47.88.0/24 #AS41749 NETCOMPUTERS-AS, RO
89.47.92.0/23 #AS44739 IZO-AS Str.Lanternei Nr.14, RO
89.47.92.0/23 #AS50369 SAFEGRID, RO
89.47.96.0/23 #AS39543 TENNET-AS, RO
89.47.98.0/24 #AS39543 TENNET-AS, RO
90.84.208.0/21 #AS8953 ASN-ORANGE-ROMANIA, RO
90.84.224.0/20 #AS8953 ASN-ORANGE-ROMANIA, RO
90.95.0.0/16 #AS8953 ASN-ORANGE-ROMANIA, RO
91.123.0.0/21 #AS9009 M247, RO
91.124.140.0/24 #AS9009 M247, RO
91.124.220.0/24 #AS9009 M247, RO
91.124.243.0/24 #AS9009 M247, RO
91.124.252.0/24 #AS9009 M247, RO
91.124.31.0/24 #AS9009 M247, RO
91.132.136.0/22 #AS9009 M247, RO
91.132.36.0/22 #AS9009 M247, RO
91.132.4.0/22 #AS212221 RO-EFX-AS, RO
91.132.92.0/23 #AS9009 M247, RO
91.132.95.0/24 #AS9009 M247, RO
91.188.224.0/22 #AS43927 HOSTERION, RO
91.192.140.0/22 #AS35322 CARO-AS, RO
91.193.24.0/24 #AS48955 IRM-AS, RO
91.193.248.0/22 #AS9009 M247, RO
91.193.4.0/22 #AS9009 M247, RO
91.193.53.0/24 #AS56430 CHROOT Bucharest  ROMANIA, EU, RO
91.194.234.0/24 #AS43376 DOT, RO
91.194.235.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.194.28.0/23 #AS43007 ANUNTUL-AS, RO
91.194.30.0/24 #AS43008 TREND-AS, RO
91.194.31.0/24 #AS51835 NST-AS, RO
91.194.44.0/23 #AS43040 INTRAROM-AS, RO
91.195.14.0/23 #AS43473 BRCI-AS, RO
91.195.144.0/23 #AS43736 DATANETS-AS, RO
91.195.180.0/23 #AS35413 SL-NETWORKS, RO
91.195.196.0/23 #AS43840 BISS-AS, RO
91.195.217.0/24 #AS214391 GARANTI-BANK-, RO
91.195.28.0/23 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
91.195.4.0/23 #AS43464 BT-AEGON-AS, RO
91.195.44.0/23 #AS24660 EVOZON-AS, RO
91.195.62.0/23 #AS43587 GDD-AS, RO
91.195.84.0/23 #AS43626 GEONETSOFT-AS, RO
91.195.98.0/23 #AS9009 M247, RO
91.196.153.0/24 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
91.196.154.0/24 #AS48955 IRM-AS, RO
91.196.44.0/22 #AS39464 RO-STARDESIGN-ASN, RO
91.197.200.0/22 #AS9009 M247, RO
91.197.247.0/24 #AS58074 IRM-AS, RO
91.198.160.0/24 #AS43807 CEC-BANK-AS, RO
91.198.162.0/24 #AS62342 ATS1-AS Arobs Transilvania Software SA, RO
91.198.59.0/24 #AS41536 AS-01NODE, RO
91.199.104.0/24 #AS44418 BITDEFENDER-AS, RO
91.199.210.0/24 #AS44675 LEIER-AS, RO
91.199.216.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.199.220.0/24 #AS203929 NEXT-LEVEL-BUSINESS-SRL, RO
91.199.243.0/24 #AS203960 HUBGETS-ASN Hubgets, RO
91.199.49.0/24 #AS44154 SOFTEH-AS Popa Stoica din Farcas, 39, RO
91.200.120.0/22 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
91.200.132.0/24 #AS211306 TREADSTONE-AS, RO
91.200.134.0/24 #AS213538 TORIA-ASN, RO
91.200.220.0/24 #AS214062 ITITANHOSTING, RO
91.200.59.0/24 #AS9009 M247, RO
91.200.96.0/22 #AS8423 NetcoRR, RO
91.201.142.0/23 #AS9009 M247, RO
91.201.220.0/22 #AS202779 EVOBITS, RO
91.201.76.0/22 #AS34714 OPTICNET, RO
91.201.80.0/23 #AS44157 GMT-AS, RO
91.201.82.0/23 #AS9050 RTD Bucharest, Romania, RO
91.206.123.0/24 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
