194.116.182.0/23 #AS42986 PL-IZACOM-AS, PL
194.149.88.0/24 #AS42986 PL-IZACOM-AS, PL
193.200.187.0/24 #AS43015 KANLUX-AS, PL
193.200.215.0/24 #AS43058 SKLEPY-KOMFORT-ASN, PL
45.128.108.0/22 #AS43073 DANAR-WOJTYSIAK-AS, PL
193.200.227.0/24 #AS43091 EFIGENCE-AS, PL
194.50.132.0/24 #AS43091 EFIGENCE-AS, PL
194.50.134.0/23 #AS43091 EFIGENCE-AS, PL
78.159.81.0/24 #AS43093 PL-LYNXNET-AS, PL
91.222.56.0/22 #AS43113 ETERNA, PL
193.200.234.0/24 #AS43117 ITI_NEOVISION_, PL
46.187.128.0/17 #AS43118 EAW-AS East and West Network, PL
78.152.0.0/19 #AS43118 EAW-AS East and West Network, PL
91.203.244.0/22 #AS43118 EAW-AS East and West Network, PL
95.108.0.0/17 #AS43118 EAW-AS East and West Network, PL
192.175.48.1/32 #AS43144 BS_PL Swietojanska 49, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS43147 EQUINIX-MAPS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
85.219.208.0/23 #AS43153 SFERANET-AS, PL
91.192.196.0/22 #AS43153 SFERANET-AS, PL
91.215.32.0/22 #AS43153 SFERANET-AS, PL
193.200.82.0/23 #AS43153 SFERANET-AS, PL
195.136.160.0/23 #AS43153 SFERANET-AS, PL
46.175.224.0/20 #AS43171 MAXNET Lukasz Hamerski, PL
77.87.77.0/24 #AS43171 MAXNET Lukasz Hamerski, PL
91.189.32.0/21 #AS43171 MAXNET Lukasz Hamerski, PL
91.221.172.0/23 #AS43171 MAXNET Lukasz Hamerski, PL
185.59.108.0/22 #AS43171 MAXNET Lukasz Hamerski, PL
195.22.126.0/23 #AS43171 MAXNET Lukasz Hamerski, PL
91.194.122.0/23 #AS43172 GDPL-GDYNIA-AS, PL
195.137.208.0/23 #AS43173 AIUT-AS, PL
91.196.212.0/22 #AS43244 TELNET-KR-AS, PL
185.119.148.0/22 #AS43253 CBT-AS, PL
217.17.38.0/24 #AS43253 CBT-AS, PL
91.207.242.0/23 #AS43290 CASHBILL-AS, PL
185.124.242.0/24 #AS43326 NASZAWIZJA, PL
192.175.48.1/32 #AS43371 PL-ZAMEKNET-AS ETTH Bartosz Bachowski, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.158.4.0/22 #AS43372 TELNAP, PL
87.199.160.0/19 #AS43372 TELNAP, PL
88.220.112.0/24 #AS43372 TELNAP, PL
88.220.130.0/23 #AS43372 TELNAP, PL
88.220.134.0/23 #AS43372 TELNAP, PL
88.220.161.0/24 #AS43372 TELNAP, PL
91.209.177.0/24 #AS43372 TELNAP, PL
185.186.152.0/22 #AS43372 TELNAP, PL
185.236.96.0/22 #AS43372 TELNAP, PL
185.236.108.0/22 #AS43372 TELNAP, PL
195.88.232.0/24 #AS43372 TELNAP, PL
195.136.168.0/22 #AS43372 TELNAP, PL
81.6.139.0/24 #AS43386 N3T-AS, PL
81.6.140.0/24 #AS43386 N3T-AS, PL
193.104.233.0/24 #AS43386 N3T-AS, PL
77.87.216.0/21 #AS43420 ELTRONIK-AS, PL
85.202.32.0/20 #AS43420 ELTRONIK-AS, PL
87.199.124.0/23 #AS43420 ELTRONIK-AS, PL
109.95.168.0/21 #AS43420 ELTRONIK-AS, PL
109.196.224.0/20 #AS43420 ELTRONIK-AS, PL
185.129.76.0/22 #AS43420 ELTRONIK-AS, PL
193.46.68.0/24 #AS43420 ELTRONIK-AS, PL
78.155.96.0/19 #AS43435 INSITE, PL
194.1.144.0/24 #AS43476 LBGK1-AS3, PL
91.198.161.0/24 #AS43492 ELECTRONICS-BOX, PL
91.195.26.0/23 #AS43493 POWERMEDIA-AS, PL
91.197.88.0/22 #AS43495 EDIAL eDial AS number, PL
194.4.60.0/22 #AS43495 EDIAL eDial AS number, PL
193.46.181.0/24 #AS43498 JAS-FBG-AS, PL
193.46.186.0/24 #AS43506 GDDKIA-AS GDDKIA AS Number, PL
193.46.237.0/24 #AS43512 MERCOR-AS, PL
192.175.48.1/32 #AS43517 GMKK, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.198.246.0/24 #AS43535 TE-PL-AS, PL
91.198.53.0/24 #AS43570 ONTRACK-AS-DEU1 FRANKFURT, PL
91.198.74.0/24 #AS43596 MIKA-AS, PL
91.197.152.0/22 #AS43638 KOLPORTER-AS, PL
141.138.160.0/21 #AS43638 KOLPORTER-AS, PL
23.230.101.0/24 #AS43641 SOLLUTIUM-NL, PL
31.42.176.0/23 #AS43641 SOLLUTIUM-NL, PL
31.58.141.0/24 #AS43641 SOLLUTIUM-NL, PL
37.16.75.0/24 #AS43641 SOLLUTIUM-NL, PL
45.11.56.0/24 #AS43641 SOLLUTIUM-NL, PL
45.11.59.0/24 #AS43641 SOLLUTIUM-NL, PL
45.134.174.0/23 #AS43641 SOLLUTIUM-NL, PL
45.135.180.0/24 #AS43641 SOLLUTIUM-NL, PL
74.0.19.0/24 #AS43641 SOLLUTIUM-NL, PL
79.172.218.0/24 #AS43641 SOLLUTIUM-NL, PL
85.137.48.0/24 #AS43641 SOLLUTIUM-NL, PL
85.137.52.0/22 #AS43641 SOLLUTIUM-NL, PL
85.137.56.0/24 #AS43641 SOLLUTIUM-NL, PL
85.209.222.0/24 #AS43641 SOLLUTIUM-NL, PL
89.35.131.0/24 #AS43641 SOLLUTIUM-NL, PL
89.42.91.0/24 #AS43641 SOLLUTIUM-NL, PL
91.202.4.0/23 #AS43641 SOLLUTIUM-NL, PL
91.222.172.0/22 #AS43641 SOLLUTIUM-NL, PL
91.224.11.0/24 #AS43641 SOLLUTIUM-NL, PL
91.234.198.0/23 #AS43641 SOLLUTIUM-NL, PL
91.239.76.0/24 #AS43641 SOLLUTIUM-NL, PL
93.115.172.0/24 #AS43641 SOLLUTIUM-NL, PL
95.128.156.0/24 #AS43641 SOLLUTIUM-NL, PL
102.135.7.0/24 #AS43641 SOLLUTIUM-NL, PL
104.165.1.0/24 #AS43641 SOLLUTIUM-NL, PL
104.165.127.0/24 #AS43641 SOLLUTIUM-NL, PL
109.234.214.0/24 #AS43641 SOLLUTIUM-NL, PL
138.226.240.0/24 #AS43641 SOLLUTIUM-NL, PL
138.226.242.0/23 #AS43641 SOLLUTIUM-NL, PL
138.226.246.0/23 #AS43641 SOLLUTIUM-NL, PL
138.226.250.0/23 #AS43641 SOLLUTIUM-NL, PL
138.226.252.0/22 #AS43641 SOLLUTIUM-NL, PL
151.245.5.0/24 #AS43641 SOLLUTIUM-NL, PL
151.245.6.0/24 #AS43641 SOLLUTIUM-NL, PL
151.245.96.0/24 #AS43641 SOLLUTIUM-NL, PL
176.97.120.0/23 #AS43641 SOLLUTIUM-NL, PL
176.97.125.0/24 #AS43641 SOLLUTIUM-NL, PL
176.97.126.0/23 #AS43641 SOLLUTIUM-NL, PL
178.83.75.0/24 #AS43641 SOLLUTIUM-NL, PL
179.61.144.0/24 #AS43641 SOLLUTIUM-NL, PL
185.36.124.0/24 #AS43641 SOLLUTIUM-NL, PL
185.189.246.0/23 #AS43641 SOLLUTIUM-NL, PL
185.254.199.0/24 #AS43641 SOLLUTIUM-NL, PL
194.42.196.0/22 #AS43641 SOLLUTIUM-NL, PL
194.42.206.0/23 #AS43641 SOLLUTIUM-NL, PL
194.58.47.0/24 #AS43641 SOLLUTIUM-NL, PL
194.58.222.0/24 #AS43641 SOLLUTIUM-NL, PL
194.87.1.0/24 #AS43641 SOLLUTIUM-NL, PL
194.87.153.0/24 #AS43641 SOLLUTIUM-NL, PL
195.26.86.0/23 #AS43641 SOLLUTIUM-NL, PL
195.58.57.0/24 #AS43641 SOLLUTIUM-NL, PL
195.66.212.0/23 #AS43641 SOLLUTIUM-NL, PL
195.160.220.0/22 #AS43641 SOLLUTIUM-NL, PL
195.216.181.0/24 #AS43641 SOLLUTIUM-NL, PL
195.216.189.0/24 #AS43641 SOLLUTIUM-NL, PL
202.71.14.0/24 #AS43641 SOLLUTIUM-NL, PL
203.32.28.0/24 #AS43641 SOLLUTIUM-NL, PL
212.86.120.0/23 #AS43641 SOLLUTIUM-NL, PL
212.86.125.0/24 #AS43641 SOLLUTIUM-NL, PL
212.86.126.0/23 #AS43641 SOLLUTIUM-NL, PL
212.193.16.0/23 #AS43641 SOLLUTIUM-NL, PL
212.193.19.0/24 #AS43641 SOLLUTIUM-NL, PL
212.193.21.0/24 #AS43641 SOLLUTIUM-NL, PL
212.193.22.0/24 #AS43641 SOLLUTIUM-NL, PL
213.111.144.0/22 #AS43641 SOLLUTIUM-NL, PL
213.111.151.0/24 #AS43641 SOLLUTIUM-NL, PL
213.111.154.0/23 #AS43641 SOLLUTIUM-NL, PL
213.111.156.0/24 #AS43641 SOLLUTIUM-NL, PL
91.198.100.0/24 #AS43674 ALTERTEL-PL-2, PL
91.239.168.0/22 #AS43674 ALTERTEL-PL-2, PL
193.43.90.0/24 #AS43674 ALTERTEL-PL-2, PL
93.94.16.0/21 #AS43679 PETRUS-NET, PL
91.195.108.0/23 #AS43681 UMSOPOT, PL
91.198.118.0/24 #AS43705 DOMDATA_AS, PL
91.198.145.0/24 #AS43762 COMP-AS, PL
81.15.187.0/24 #AS43769 EUROLAN-AS, PL
82.177.92.0/23 #AS43769 EUROLAN-AS, PL
82.177.95.0/24 #AS43769 EUROLAN-AS, PL
82.177.100.0/24 #AS43769 EUROLAN-AS, PL
82.177.110.0/24 #AS43769 EUROLAN-AS, PL
91.200.36.0/22 #AS43769 EUROLAN-AS, PL
195.136.197.0/24 #AS43769 EUROLAN-AS, PL
195.178.26.0/23 #AS43769 EUROLAN-AS, PL
91.200.76.0/23 #AS43803 SPEEDMEDIA-AS, PL
193.29.255.0/24 #AS43803 SPEEDMEDIA-AS, PL
213.155.175.0/24 #AS43803 SPEEDMEDIA-AS, PL
213.155.176.0/24 #AS43803 SPEEDMEDIA-AS, PL
213.155.182.0/23 #AS43803 SPEEDMEDIA-AS, PL
213.155.188.0/23 #AS43803 SPEEDMEDIA-AS, PL
85.198.238.0/23 #AS43837 VEGA-AS, PL
85.198.244.0/22 #AS43837 VEGA-AS, PL
91.234.142.0/23 #AS43862 POLPX Polish Power Exchange, PL
195.234.17.0/24 #AS43862 POLPX Polish Power Exchange, PL
91.198.194.0/24 #AS43867 KPRM-AS, PL
185.122.146.0/24 #AS43888 ITEKOM-AS, PL
195.210.24.0/23 #AS43888 ITEKOM-AS, PL
91.198.121.0/24 #AS43914 ECCO-AS Ecco Holiday AS Number, PL
91.200.172.0/22 #AS43929 ASN-AS, PL
91.198.179.0/24 #AS43932 HESTIA, PL
78.31.166.0/23 #AS43939 INTERNETIA_ETTH2-AS Noc-Bialystok, PL
87.99.32.0/19 #AS43939 INTERNETIA_ETTH2-AS Noc-Bialystok, PL
90.156.0.0/17 #AS43939 INTERNETIA_ETTH2-AS Noc-Bialystok, PL
91.195.232.0/23 #AS43939 INTERNETIA_ETTH2-AS Noc-Bialystok, PL
185.2.36.0/22 #AS43939 INTERNETIA_ETTH2-AS Noc-Bialystok, PL
91.198.186.0/24 #AS43941 BAUER-AS, PL
195.128.142.0/24 #AS43941 BAUER-AS, PL
91.200.184.0/22 #AS43962 INTEN, PL
192.175.48.1/32 #AS43963 BMGBZ-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.200.92.0/22 #AS43968 TOP-NET-AS, PL
91.198.232.0/24 #AS43982 NWFRANCE, PL
91.198.248.0/24 #AS43985 PL-SCSI-AS, PL
91.198.245.0/24 #AS44004 XELION-AS, PL
185.186.216.0/22 #AS44033 KOMSTER-AS, PL
193.22.83.0/24 #AS44033 KOMSTER-AS, PL
193.218.132.0/22 #AS44033 KOMSTER-AS, PL
194.116.192.0/23 #AS44033 KOMSTER-AS, PL
194.126.207.0/24 #AS44033 KOMSTER-AS, PL
91.198.15.0/24 #AS44044 ZAGIEL-AS, PL
45.139.92.0/22 #AS44061 SMSNET, PL
79.175.192.0/18 #AS44061 SMSNET, PL
109.74.96.0/20 #AS44061 SMSNET, PL
195.74.69.0/24 #AS44080 MIKROBIT, PL
81.95.203.0/24 #AS44086 TONETIC-AS, PL
91.246.13.0/24 #AS44086 TONETIC-AS, PL
109.95.142.0/23 #AS44086 TONETIC-AS, PL
185.143.160.0/22 #AS44086 TONETIC-AS, PL
185.234.208.0/22 #AS44086 TONETIC-AS, PL
78.31.136.0/21 #AS44124 RYBNET-AS, PL
79.124.96.0/19 #AS44124 RYBNET-AS, PL
81.161.104.0/22 #AS44124 RYBNET-AS, PL
185.34.236.0/22 #AS44124 RYBNET-AS, PL
193.189.116.0/23 #AS44124 RYBNET-AS, PL
195.20.218.0/23 #AS44124 RYBNET-AS, PL
195.225.244.0/22 #AS44124 RYBNET-AS, PL
195.184.82.0/23 #AS44175 PC-SERWIS, PL
195.191.184.0/23 #AS44175 PC-SERWIS, PL
195.184.88.0/23 #AS44183 SKKPL-AS, PL
91.199.57.0/24 #AS44190 EUROMEDIC, PL
194.107.120.0/24 #AS44262 BM-PL-AS, PL
91.210.130.0/23 #AS44279 DCA-AS1, PL
82.177.36.0/24 #AS44284 TRONIC-AS, PL
91.194.198.0/23 #AS44284 TRONIC-AS, PL
195.93.162.0/23 #AS44284 TRONIC-AS, PL
91.199.101.0/24 #AS44370 NETWORK_9BITS-NET, PL
91.199.127.0/24 #AS44440 ADGAR-POSTEPU, PL
193.238.191.0/24 #AS44440 ADGAR-POSTEPU, PL
85.202.144.0/20 #AS44454 CSMNP-AS, PL
178.216.88.0/21 #AS44454 CSMNP-AS, PL
185.46.104.0/22 #AS44454 CSMNP-AS, PL
91.199.132.0/24 #AS44490 MRR-AS, PL
91.199.141.0/24 #AS44501 ITSOFT-AS, PL
91.199.140.0/24 #AS44518 MTS-SYSTEM-AS, PL
91.199.25.0/24 #AS44535 TME-AS, PL
213.73.31.0/24 #AS44551 UMWWM-AS, PL
193.9.250.0/24 #AS44602 AHMES, PL
91.199.176.0/24 #AS44603 ZCHLUBON, PL
31.6.248.0/22 #AS44643 MMPSA-AS, PL
91.202.124.0/22 #AS44655 METROLINE-AS, PL
193.46.47.0/24 #AS44663 NEARSHORING-PL-AS, PL
91.208.135.0/24 #AS44666 KORMA-ASN, PL
78.31.144.0/21 #AS44692 DOMTEL-PL-AS, PL
85.202.96.0/20 #AS44692 DOMTEL-PL-AS, PL
109.125.192.0/19 #AS44692 DOMTEL-PL-AS, PL
109.125.224.0/20 #AS44692 DOMTEL-PL-AS, PL
109.125.240.0/21 #AS44692 DOMTEL-PL-AS, PL
109.125.248.0/22 #AS44692 DOMTEL-PL-AS, PL
109.125.253.0/24 #AS44692 DOMTEL-PL-AS, PL
109.125.254.0/24 #AS44692 DOMTEL-PL-AS, PL
195.42.98.0/23 #AS44732 KOLPING-AS, PL
195.28.16.0/23 #AS44758 TELFORCEONE-AS, PL
91.199.240.0/24 #AS44783 CHOJNY, PL
185.149.0.0/22 #AS44784 APCOM-AS, PL
185.254.167.0/24 #AS44784 APCOM-AS, PL
195.66.98.0/24 #AS44855 MICROGEN-ASN, PL
195.62.40.0/23 #AS44856 GRS-AS, PL
195.66.144.0/23 #AS44856 GRS-AS, PL
195.66.116.0/24 #AS44860 RAFAKO-RACIBORZ-AS RAFAKO-RACIBORZ AS Number, PL
192.175.48.1/32 #AS44896 PIX-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
78.28.0.0/18 #AS44914 PETRUS-CH-AS, PL
188.125.128.0/20 #AS44914 PETRUS-CH-AS, PL
188.125.144.0/21 #AS44914 PETRUS-CH-AS, PL
188.125.152.0/22 #AS44914 PETRUS-CH-AS, PL
188.125.157.0/24 #AS44914 PETRUS-CH-AS, PL
188.125.158.0/23 #AS44914 PETRUS-CH-AS, PL
91.199.203.0/24 #AS44959 UKSW-AS Cardinal Stefan Wyszynski University, PL
195.42.152.0/23 #AS44959 UKSW-AS Cardinal Stefan Wyszynski University, PL
195.160.178.0/23 #AS44959 UKSW-AS Cardinal Stefan Wyszynski University, PL
193.194.123.0/24 #AS44962 BRIX_WROCLAW, PL
77.88.234.0/23 #AS44970 FIBERAX, PL
195.137.253.0/24 #AS44970 FIBERAX, PL
195.5.182.0/24 #AS45016 WKOKS-ASN, PL
195.5.181.0/24 #AS45026 EFLSERVICE-ASN, PL
92.43.144.0/21 #AS47128 NOVUM-AS, PL
193.34.115.0/24 #AS47129 ERTEL-AS, PL
94.240.0.0/22 #AS47223 LUKMAN, PL
94.240.4.0/24 #AS47223 LUKMAN, PL
94.240.23.0/24 #AS47223 LUKMAN, PL
94.240.32.0/21 #AS47223 LUKMAN, PL
94.240.40.0/24 #AS47223 LUKMAN, PL
94.240.42.0/24 #AS47223 LUKMAN, PL
94.240.44.0/22 #AS47223 LUKMAN, PL
94.240.48.0/22 #AS47223 LUKMAN, PL
94.240.62.0/23 #AS47223 LUKMAN, PL
185.139.16.0/22 #AS47223 LUKMAN, PL
194.152.46.0/23 #AS47223 LUKMAN, PL
195.158.246.0/23 #AS47229 UM-AS UM Rzeszow, PL
192.175.48.1/32 #AS47250 PL-AKSEL-NET-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
155.133.30.0/23 #AS47252 LUKSUS-AS, PL
155.133.36.0/23 #AS47252 LUKSUS-AS, PL
155.133.39.0/24 #AS47252 LUKSUS-AS, PL
185.241.252.0/22 #AS47252 LUKSUS-AS, PL
185.251.182.0/24 #AS47252 LUKSUS-AS, PL
193.168.218.0/24 #AS47252 LUKSUS-AS, PL
194.140.233.0/24 #AS47252 LUKSUS-AS, PL
195.88.150.0/23 #AS47252 LUKSUS-AS, PL
195.238.164.0/22 #AS47252 LUKSUS-AS, PL
139.28.40.0/22 #AS47273 KSI-KR-AS, PL
185.15.80.0/22 #AS47273 KSI-KR-AS, PL
185.82.248.0/23 #AS47273 KSI-KR-AS, PL
185.82.250.0/24 #AS47273 KSI-KR-AS, PL
193.239.36.0/22 #AS47273 KSI-KR-AS, PL
194.152.50.0/23 #AS47275 TORJON-AS, PL
194.152.60.0/23 #AS47281 CEDC-PL-AS Warsaw, PL
195.216.254.0/24 #AS47281 CEDC-PL-AS Warsaw, PL
195.182.35.0/24 #AS47290 BESI_PL-AS, PL
195.182.34.0/24 #AS47301 XTBPL-AS XTB S.A., PL
193.203.99.0/24 #AS47303 REDEFINE, PL
195.182.40.0/24 #AS47305 DEVELIA-AS, PL
91.213.162.0/24 #AS47322 ALIOR-AS, PL
171.25.226.0/23 #AS47322 ALIOR-AS, PL
185.151.72.0/22 #AS47322 ALIOR-AS, PL
193.108.177.0/24 #AS47322 ALIOR-AS, PL
195.182.52.0/24 #AS47322 ALIOR-AS, PL
79.139.48.0/22 #AS47329 WDM-AS, PL
79.139.112.0/22 #AS47329 WDM-AS, PL
91.206.114.0/23 #AS47329 WDM-AS, PL
185.39.160.0/22 #AS47329 WDM-AS, PL
185.63.108.0/22 #AS47329 WDM-AS, PL
185.63.200.0/22 #AS47329 WDM-AS, PL
185.67.8.0/22 #AS47329 WDM-AS, PL
185.67.68.0/22 #AS47329 WDM-AS, PL
185.116.252.0/22 #AS47329 WDM-AS, PL
195.62.64.0/23 #AS47329 WDM-AS, PL
185.143.32.0/22 #AS47348 EMAILLABS, PL
192.175.48.1/32 #AS47356 CZX-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS47383 B88, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
195.216.250.0/24 #AS47396 MJWPU-AS, PL
195.190.24.0/24 #AS47401 AMREST-AS, PL
195.85.252.0/24 #AS47404 WSPIZ-AS, PL
91.223.184.0/24 #AS47466 PROMONT-AS, PL
195.43.143.0/24 #AS47466 PROMONT-AS, PL
195.242.176.0/24 #AS47468 ELKO-AS, PL
195.242.186.0/24 #AS47476 MOTO-PROFIL, PL
46.248.160.0/19 #AS47544 IQPL-AS, PL
80.209.248.0/22 #AS47544 IQPL-AS, PL
85.113.64.0/22 #AS47544 IQPL-AS, PL
86.111.240.0/21 #AS47544 IQPL-AS, PL
91.199.51.0/24 #AS47544 IQPL-AS, PL
176.126.248.0/22 #AS47544 IQPL-AS, PL
185.31.80.0/22 #AS47544 IQPL-AS, PL
185.110.48.0/24 #AS47544 IQPL-AS, PL
185.110.50.0/23 #AS47544 IQPL-AS, PL
193.106.104.0/22 #AS47544 IQPL-AS, PL
195.192.240.0/22 #AS47544 IQPL-AS, PL
91.208.72.0/24 #AS47633 SYNTHOS-AS, PL
94.124.16.0/22 #AS47640 TRICOMPAS, PL
94.124.20.0/23 #AS47640 TRICOMPAS, PL
94.124.22.0/24 #AS47640 TRICOMPAS, PL
178.23.192.0/23 #AS47640 TRICOMPAS, PL
91.208.93.0/24 #AS47672 MON-AS, PL
91.231.92.0/23 #AS47672 MON-AS, PL
91.206.6.0/23 #AS47695 OPONEO-NET-AS, PL
45.90.164.0/22 #AS47755 TEMPUS-TELECOM-AS, PL
84.234.116.0/24 #AS47755 TEMPUS-TELECOM-AS, PL
91.232.38.0/24 #AS47755 TEMPUS-TELECOM-AS, PL
185.68.24.0/22 #AS47755 TEMPUS-TELECOM-AS, PL
91.206.210.0/23 #AS47790 NETFALA, PL
91.224.216.0/23 #AS47790 NETFALA, PL
91.226.196.0/23 #AS47790 NETFALA, PL
91.230.8.0/23 #AS47790 NETFALA, PL
185.48.28.0/23 #AS47790 NETFALA, PL
185.48.30.0/24 #AS47790 NETFALA, PL
185.142.160.0/22 #AS47790 NETFALA, PL
185.152.120.0/22 #AS47790 NETFALA, PL
192.175.48.1/32 #AS47812 IPO-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.204.204.0/22 #AS47830 SKORPIO_PG-AS, PL
192.175.48.1/32 #AS47847 OKE-ASN, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.205.88.0/22 #AS47850 TAU-AS, PL
91.208.150.0/24 #AS47876 PSE-OPERATOR-AS, PL
91.209.155.0/24 #AS47876 PSE-OPERATOR-AS, PL
192.175.48.1/32 #AS47879 BPP-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.206.244.0/23 #AS47884 JPK-AS, PL
91.208.186.0/24 #AS47888 GENPL-AS, PL
185.143.116.0/22 #AS47896 SZYBKINET-AS, PL
193.42.153.0/24 #AS48021 ALSTOR-AS, PL
78.41.24.0/21 #AS48022 TTCOMM, PL
91.208.250.0/24 #AS48023 PLATANWARSAW-AS, PL
45.88.96.0/24 #AS48025 AS_ISLANDNET, PL
91.207.10.0/23 #AS48047 KR-CPD-AS, PL
91.207.126.0/23 #AS48119 MULTIFOX, PL
95.131.32.0/24 #AS48136 ZORG-AS, PL
91.192.228.0/22 #AS48157 SUSI-AS, PL
193.24.200.0/22 #AS48157 SUSI-AS, PL
193.142.115.0/24 #AS48157 SUSI-AS, PL
193.200.120.0/23 #AS48157 SUSI-AS, PL
91.209.20.0/24 #AS48183 AP-AS, PL
91.210.48.0/22 #AS48183 AP-AS, PL
91.209.27.0/24 #AS48189 APART-AS, PL
91.207.156.0/23 #AS48208 NAC-AS, PL
192.175.48.1/32 #AS48224 INTERDOM-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
81.6.187.0/24 #AS48227 SUW-KIELCE-AS Voivodship Office, Kielce, PL
192.175.48.1/32 #AS48246 NETFUNDADMINISTRATION, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.208.55.0/24 #AS48248 LCSZ-AS, PL
80.71.146.0/24 #AS48259 AS_MK2, PL
91.207.148.0/23 #AS48311 IBS-AS, PL
192.175.48.1/32 #AS48381 PL-CENTURIA-AS, PL - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.209.141.0/24 #AS48395 MKIDN-AS, PL
77.32.240.0/24 #AS48424 GLOBITEL-AS POLAND, PL
77.32.242.0/23 #AS48424 GLOBITEL-AS POLAND, PL
77.32.244.0/22 #AS48424 GLOBITEL-AS POLAND, PL
91.210.240.0/22 #AS48424 GLOBITEL-AS POLAND, PL
95.182.25.0/24 #AS48424 GLOBITEL-AS POLAND, PL
95.182.26.0/23 #AS48424 GLOBITEL-AS POLAND, PL
95.182.28.0/23 #AS48424 GLOBITEL-AS POLAND, PL
95.182.31.0/24 #AS48424 GLOBITEL-AS POLAND, PL
185.48.176.0/22 #AS48424 GLOBITEL-AS POLAND, PL
188.95.24.0/21 #AS48424 GLOBITEL-AS POLAND, PL
188.164.240.0/21 #AS48424 GLOBITEL-AS POLAND, PL
91.209.152.0/24 #AS48428 DPD-AS, PL
195.149.77.0/24 #AS48428 DPD-AS, PL
91.198.55.0/24 #AS48435 DEDICATEDSOLUTIONS, PL
193.169.78.0/23 #AS48435 DEDICATEDSOLUTIONS, PL
195.42.112.0/23 #AS48435 DEDICATEDSOLUTIONS, PL
195.254.184.0/23 #AS48435 DEDICATEDSOLUTIONS, PL
94.230.16.0/20 #AS48464 FUTUROEXITO-AS, PL
109.200.80.0/20 #AS48464 FUTUROEXITO-AS, PL
185.251.196.0/23 #AS48464 FUTUROEXITO-AS, PL
185.251.198.0/24 #AS48464 FUTUROEXITO-AS, PL
185.59.4.0/22 #AS48487 LOVO, PL
193.43.144.0/24 #AS48487 LOVO, PL
195.162.16.0/23 #AS48487 LOVO, PL
91.241.60.0/22 #AS48505 KYLOS-AS, PL
193.107.88.0/22 #AS48505 KYLOS-AS, PL
195.162.24.0/23 #AS48505 KYLOS-AS, PL
91.209.180.0/24 #AS48516 FIOLETPDK-ASN, PL
91.207.200.0/23 #AS48523 HKZA-AS, PL
91.209.93.0/24 #AS48523 HKZA-AS, PL
194.165.48.0/24 #AS48534 GUS-AS, PL
91.213.108.0/24 #AS48559 INFOMEX-AS, PL
91.224.214.0/23 #AS48559 INFOMEX-AS, PL
185.27.52.0/22 #AS48559 INFOMEX-AS, PL
195.26.12.0/23 #AS48559 INFOMEX-AS, PL
195.248.226.0/23 #AS48559 INFOMEX-AS, PL
194.99.117.0/24 #AS48565 POCZTAPOLSKA-AS, PL
193.34.52.0/22 #AS48626 QUARTO-AS, PL
91.209.222.0/24 #AS48633 KAN, PL
91.209.221.0/24 #AS48636 FLYSEC-AS, PL
46.148.144.0/20 #AS48659 WIDE-NET-AS, PL
195.8.52.0/23 #AS48659 WIDE-NET-AS, PL
195.46.36.0/23 #AS48659 WIDE-NET-AS, PL
185.167.212.0/22 #AS48690 GLS-AS, PL
195.187.141.0/24 #AS48690 GLS-AS, PL
91.230.201.0/24 #AS48707 AS48707-OPS-, PL
91.230.202.0/23 #AS48707 AS48707-OPS-, PL
91.230.204.0/23 #AS48707 AS48707-OPS-, PL
185.237.28.0/23 #AS48707 AS48707-OPS-, PL
185.237.30.0/24 #AS48707 AS48707-OPS-, PL
185.253.212.0/22 #AS48707 AS48707-OPS-, PL
195.2.208.0/24 #AS48707 AS48707-OPS-, PL
194.28.32.0/22 #AS48712 INFO-NET-ASN, PL
195.130.197.0/24 #AS48712 INFO-NET-ASN, PL
185.124.128.0/22 #AS48727 ADAMEK, PL
91.207.68.0/23 #AS48742 EURO-NET-PL-AS, PL
