194.116.101.0/24 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.102.0/23 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.106.0/23 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.108.0/22 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
194.116.120.0/21 #AS41364 TOP-IX_DP AS for TOP-IX Development Program, IT
89.105.64.0/21 #AS41381 LUCENSE-ASN, IT
5.252.240.0/22 #AS41497 AS_QCOM, IT
80.76.80.0/20 #AS41497 AS_QCOM, IT
83.137.232.0/21 #AS41497 AS_QCOM, IT
193.43.24.0/24 #AS41497 AS_QCOM, IT
212.165.32.0/19 #AS41497 AS_QCOM, IT
212.183.160.0/19 #AS41497 AS_QCOM, IT
89.251.176.0/20 #AS41606 ASN-LOGOS, IT
109.104.232.0/24 #AS41606 ASN-LOGOS, IT
185.115.132.0/22 #AS41606 ASN-LOGOS, IT
45.81.64.0/22 #AS41644 EMISFERA-AS, IT
185.144.212.0/22 #AS41644 EMISFERA-AS, IT
193.219.102.0/24 #AS41644 EMISFERA-AS, IT
89.17.160.0/23 #AS41651 ASN-RVE National AS, IT
5.182.48.0/24 #AS41720 Contact: noc@as41720.net, IT
45.146.5.0/24 #AS41720 Contact: noc@as41720.net, IT
103.188.231.0/24 #AS41720 Contact: noc@as41720.net, IT
185.21.129.0/24 #AS41720 Contact: noc@as41720.net, IT
185.130.88.0/24 #AS41720 Contact: noc@as41720.net, IT
185.225.6.0/24 #AS41720 Contact: noc@as41720.net, IT
185.242.180.0/22 #AS41720 Contact: noc@as41720.net, IT
195.182.210.0/23 #AS41720 Contact: noc@as41720.net, IT
89.221.128.0/22 #AS41734 COMIFAR-AS, IT
185.95.132.0/22 #AS41827 VIPNET-AS, IT
185.168.164.0/22 #AS41827 VIPNET-AS, IT
91.224.72.0/23 #AS41836 AGOS-AS, IT
5.252.44.0/22 #AS41849 NETSTORMING-WHL-AS, IT
91.102.128.0/21 #AS41849 NETSTORMING-WHL-AS, IT
91.213.7.0/24 #AS41986 SARDEGNAIT-AS, IT
195.130.213.0/24 #AS41986 SARDEGNAIT-AS, IT
92.42.80.0/22 #AS42176 INTRALOT-ASN, IT
92.42.84.0/23 #AS42176 INTRALOT-ASN, IT
92.42.86.0/24 #AS42176 INTRALOT-ASN, IT
194.0.140.0/24 #AS42180 ASN-WINTECH, IT
185.88.168.0/22 #AS42345 GRANAROLO-AS, IT
2.59.4.0/22 #AS42425 ASN-AVANZATI, IT
94.125.232.0/21 #AS42425 ASN-AVANZATI, IT
178.255.184.0/21 #AS42425 ASN-AVANZATI, IT
185.28.80.0/22 #AS42425 ASN-AVANZATI, IT
77.242.40.0/21 #AS42463 AS-AGESCI, IT
77.73.56.0/21 #AS42515 ACIINFO-AS, IT
185.39.188.0/22 #AS42515 ACIINFO-AS, IT
91.192.124.0/22 #AS42538 COMBS-AS, IT
46.30.220.0/24 #AS42550 YUKOM-, IT
91.193.44.0/22 #AS42650 PIRELLI-AS, IT
185.196.48.0/22 #AS42658 WEBCOPY-AS, IT
193.33.18.0/23 #AS42665 SIRTI-AS, IT
77.242.176.0/20 #AS42669 MEGAWEB_IT_BIELLA, IT
45.148.20.0/24 #AS42692 MUSCOPE, IT
185.164.178.0/23 #AS42692 MUSCOPE, IT
149.7.210.0/23 #AS42764 ORG-AS304-RIPE, IT
149.7.213.0/24 #AS42764 ORG-AS304-RIPE, IT
154.63.172.0/23 #AS42764 ORG-AS304-RIPE, IT
185.43.16.0/23 #AS42764 ORG-AS304-RIPE, IT
185.43.18.0/24 #AS42764 ORG-AS304-RIPE, IT
77.244.80.0/20 #AS42818 AXITEA, IT
5.104.31.0/24 #AS42833 ALEXA-AS, IT
93.187.88.0/21 #AS42933 BOLOGNA-AIRPORT-AS, IT
85.116.255.0/24 #AS42985 ROMEO-GESTIONI-AS, IT
77.95.208.0/21 #AS43185 RESO-AS, IT
91.188.0.0/19 #AS43279 TELESPAZIO-AS, IT
94.127.238.0/23 #AS43279 TELESPAZIO-AS, IT
178.248.88.0/21 #AS43279 TELESPAZIO-AS, IT
185.76.100.0/22 #AS43279 TELESPAZIO-AS, IT
185.208.232.0/24 #AS43279 TELESPAZIO-AS, IT
193.43.35.0/24 #AS43279 TELESPAZIO-AS, IT
192.175.48.1/32 #AS43286 STIX-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
92.245.164.0/22 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
92.245.176.0/22 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
92.245.189.0/24 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
149.100.161.0/24 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
149.100.166.0/23 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
185.212.152.0/22 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
213.178.222.0/23 #AS43364 MEDIANET-AS WISP services in Sardinia, Italy, IT
192.175.48.1/32 #AS43369 MINAP-RS MINAP route servers, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.133.12.0/22 #AS43602 ESPRINET-AS, IT
194.185.40.0/23 #AS43602 ESPRINET-AS, IT
78.24.80.0/21 #AS43611 RETELITDS-AS, IT
91.198.84.0/24 #AS43625 WI-FI-SYSTEM-AS, IT
109.232.48.0/21 #AS43625 WI-FI-SYSTEM-AS, IT
185.160.132.0/22 #AS43625 WI-FI-SYSTEM-AS, IT
45.132.220.0/22 #AS43648 STIADSL, IT
185.78.16.0/22 #AS43648 STIADSL, IT
195.191.84.0/23 #AS43731 BARCLAYS-ITALY-NET, IT
194.37.252.0/24 #AS43756 DEUTZ-AS, IT
91.142.64.0/21 #AS43843 BRIANTEL, IT
93.94.24.0/21 #AS43843 BRIANTEL, IT
109.69.128.0/21 #AS43843 BRIANTEL, IT
185.74.248.0/22 #AS43843 BRIANTEL, IT
212.78.31.0/24 #AS43843 BRIANTEL, IT
89.17.162.0/24 #AS43923 RVE2VSIX Annunciato al NAP del Nord-Est VSIX, IT
91.200.128.0/22 #AS43942 GRIFONLINE, IT
91.223.155.0/24 #AS43942 GRIFONLINE, IT
185.208.16.0/24 #AS43942 GRIFONLINE, IT
212.84.48.0/21 #AS43942 GRIFONLINE, IT
79.141.176.0/20 #AS43954 BPER-AS via San Carlo 820, IT
93.187.24.0/21 #AS43960 EXTRANETCTC, IT
62.241.24.0/21 #AS43976 POSTEITALIANE-AS Gruppo Poste Italiane, IT
185.182.142.0/24 #AS43988 ASAGID, IT
79.98.40.0/21 #AS43989 EHIWEB, IT
93.188.96.0/21 #AS43989 EHIWEB, IT
109.234.56.0/21 #AS43989 EHIWEB, IT
185.181.136.0/22 #AS43989 EHIWEB, IT
195.206.246.0/23 #AS43989 EHIWEB, IT
195.216.202.0/23 #AS43989 EHIWEB, IT
213.217.7.0/24 #AS43989 EHIWEB, IT
5.253.212.0/23 #AS44084 MULTIWIRE-AS, IT
45.67.124.0/22 #AS44084 MULTIWIRE-AS, IT
217.115.16.0/20 #AS44084 MULTIWIRE-AS, IT
79.99.8.0/21 #AS44091 SISTEMISPA-AS Via Magenta 31, IT
2.27.113.0/24 #AS44092 HALSERVICE, IT
31.25.32.0/21 #AS44092 HALSERVICE, IT
31.56.40.0/24 #AS44092 HALSERVICE, IT
45.13.128.0/22 #AS44092 HALSERVICE, IT
45.90.156.0/22 #AS44092 HALSERVICE, IT
45.145.200.0/22 #AS44092 HALSERVICE, IT
77.242.128.0/20 #AS44092 HALSERVICE, IT
79.108.152.0/21 #AS44092 HALSERVICE, IT
79.108.208.0/21 #AS44092 HALSERVICE, IT
82.22.52.0/24 #AS44092 HALSERVICE, IT
85.208.200.0/22 #AS44092 HALSERVICE, IT
89.37.70.0/23 #AS44092 HALSERVICE, IT
143.20.5.0/24 #AS44092 HALSERVICE, IT
147.185.162.0/23 #AS44092 HALSERVICE, IT
176.56.136.0/21 #AS44092 HALSERVICE, IT
178.23.8.0/21 #AS44092 HALSERVICE, IT
178.210.232.0/21 #AS44092 HALSERVICE, IT
185.22.56.0/22 #AS44092 HALSERVICE, IT
185.56.156.0/22 #AS44092 HALSERVICE, IT
185.71.244.0/22 #AS44092 HALSERVICE, IT
185.149.35.0/24 #AS44092 HALSERVICE, IT
185.171.232.0/22 #AS44092 HALSERVICE, IT
185.178.252.0/22 #AS44092 HALSERVICE, IT
185.191.104.0/22 #AS44092 HALSERVICE, IT
185.215.144.0/22 #AS44092 HALSERVICE, IT
185.219.116.0/22 #AS44092 HALSERVICE, IT
185.236.48.0/23 #AS44092 HALSERVICE, IT
185.248.227.0/24 #AS44092 HALSERVICE, IT
185.255.29.0/24 #AS44092 HALSERVICE, IT
188.191.56.0/22 #AS44092 HALSERVICE, IT
195.36.16.0/20 #AS44092 HALSERVICE, IT
212.28.168.0/21 #AS44092 HALSERVICE, IT
217.28.64.0/22 #AS44092 HALSERVICE, IT
94.247.184.0/21 #AS44219 ICCOM-AS, IT
178.249.216.0/21 #AS44219 ICCOM-AS, IT
194.39.144.0/22 #AS44219 ICCOM-AS, IT
185.201.240.0/22 #AS44241 INFRANET-AS, IT
31.186.40.0/21 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
79.99.112.0/21 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
91.194.142.0/23 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
95.130.136.0/21 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
178.21.200.0/21 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
185.39.100.0/22 #AS44473 STSRL-AS S.T. S.r.l. Internet Service Provider, IT
195.93.254.0/23 #AS44485 MICOS-BANK, IT
31.177.112.0/21 #AS44512 KONVERTO-AS, IT
89.107.104.0/21 #AS44512 KONVERTO-AS, IT
92.243.128.0/19 #AS44512 KONVERTO-AS, IT
185.127.212.0/22 #AS44512 KONVERTO-AS, IT
185.132.56.0/22 #AS44512 KONVERTO-AS, IT
195.254.224.0/19 #AS44512 KONVERTO-AS, IT
212.46.168.0/21 #AS44512 KONVERTO-AS, IT
212.46.176.0/20 #AS44512 KONVERTO-AS, IT
31.15.72.0/21 #AS44513 OPTIMA, IT
80.69.240.0/20 #AS44513 OPTIMA, IT
92.43.240.0/21 #AS44513 OPTIMA, IT
185.129.88.0/22 #AS44513 OPTIMA, IT
195.181.176.0/20 #AS44513 OPTIMA, IT
213.32.208.0/20 #AS44513 OPTIMA, IT
213.163.208.0/20 #AS44513 OPTIMA, IT
91.240.214.0/23 #AS44567 ASCOMPU, IT
93.92.152.0/21 #AS44567 ASCOMPU, IT
185.147.164.0/22 #AS44652 AS36IPV4, IT
93.93.160.0/21 #AS44701 SWDES-AS, IT
195.200.202.0/24 #AS44721 COESYS-AS, IT
92.39.144.0/22 #AS44741 ALENANET, IT
92.39.148.0/24 #AS44741 ALENANET, IT
92.39.151.0/24 #AS44741 ALENANET, IT
92.39.152.0/21 #AS44741 ALENANET, IT
62.205.0.0/19 #AS44747 DEVITALIA, IT
185.158.188.0/22 #AS44747 DEVITALIA, IT
93.92.184.0/21 #AS44767 CABEL-AS, IT
93.92.72.0/21 #AS44793 ASN-AMUSER, IT
185.40.220.0/22 #AS44793 ASN-AMUSER, IT
192.175.48.1/32 #AS44809 AIIP, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.125.80.0/22 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
94.125.84.0/23 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
185.122.224.0/22 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
193.42.64.0/19 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
193.43.160.0/20 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
193.43.176.0/22 #AS44831 INSIEL-AS VIA S. FRANCESCO 43, IT
139.28.80.0/22 #AS44920 SITEK, IT
185.77.32.0/22 #AS44920 SITEK, IT
195.135.200.0/22 #AS44936 ASN-DATAMANAGEMENT-MI, IT
193.142.196.0/22 #AS44939 SAILWEB-SRL, IT
92.63.228.0/22 #AS44942 DIGITALRETI-AS, IT
92.63.232.0/21 #AS44942 DIGITALRETI-AS, IT
92.246.104.0/21 #AS44942 DIGITALRETI-AS, IT
185.157.216.0/22 #AS44942 DIGITALRETI-AS, IT
93.151.0.0/17 #AS44957 OPITEL, IT
93.179.185.0/24 #AS44957 OPITEL, IT
37.99.248.0/21 #AS45015 GENY-AS ************ EXPORTS ************, IT
134.90.248.0/21 #AS45015 GENY-AS ************ EXPORTS ************, IT
149.71.196.0/22 #AS45015 GENY-AS ************ EXPORTS ************, IT
185.100.12.0/22 #AS45015 GENY-AS ************ EXPORTS ************, IT
194.35.176.0/22 #AS45015 GENY-AS ************ EXPORTS ************, IT
195.32.12.0/22 #AS45015 GENY-AS ************ EXPORTS ************, IT
195.32.72.0/21 #AS45015 GENY-AS ************ EXPORTS ************, IT
93.188.224.0/21 #AS45041 ASHINET, IT
92.246.32.0/19 #AS47136 GGNET, IT
185.230.164.0/24 #AS47136 GGNET, IT
185.230.166.0/23 #AS47136 GGNET, IT
193.57.141.0/24 #AS47136 GGNET, IT
193.57.145.0/24 #AS47136 GGNET, IT
103.230.140.0/24 #AS47152 FIBERSIX, IT
93.188.112.0/21 #AS47178 SOLPOT-AS, IT
185.99.224.0/22 #AS47178 SOLPOT-AS, IT
185.29.147.0/24 #AS47187 FORINICOM, IT
5.11.32.0/21 #AS47217 PLANETEL-SPA, IT
46.21.176.0/20 #AS47217 PLANETEL-SPA, IT
77.244.176.0/20 #AS47217 PLANETEL-SPA, IT
80.244.112.0/20 #AS47217 PLANETEL-SPA, IT
91.212.241.0/24 #AS47217 PLANETEL-SPA, IT
94.102.128.0/20 #AS47217 PLANETEL-SPA, IT
94.185.72.0/21 #AS47217 PLANETEL-SPA, IT
109.233.216.0/21 #AS47217 PLANETEL-SPA, IT
178.251.72.0/21 #AS47217 PLANETEL-SPA, IT
185.4.140.0/22 #AS47217 PLANETEL-SPA, IT
185.112.84.0/22 #AS47217 PLANETEL-SPA, IT
185.200.88.0/22 #AS47217 PLANETEL-SPA, IT
193.41.235.0/24 #AS47217 PLANETEL-SPA, IT
193.169.56.0/23 #AS47217 PLANETEL-SPA, IT
194.69.192.0/23 #AS47217 PLANETEL-SPA, IT
212.103.202.0/24 #AS47217 PLANETEL-SPA, IT
81.31.144.0/20 #AS47242 HOST-SPA, IT
82.119.36.0/24 #AS47242 HOST-SPA, IT
83.220.28.0/23 #AS47242 HOST-SPA, IT
149.62.184.0/21 #AS47242 HOST-SPA, IT
185.59.155.0/24 #AS47242 HOST-SPA, IT
185.73.136.0/22 #AS47242 HOST-SPA, IT
185.84.96.0/22 #AS47242 HOST-SPA, IT
185.201.64.0/23 #AS47242 HOST-SPA, IT
185.201.66.0/24 #AS47242 HOST-SPA, IT
46.30.219.0/24 #AS47254 WFC-AS, IT
46.30.221.0/24 #AS47254 WFC-AS, IT
77.95.140.0/24 #AS47254 WFC-AS, IT
185.9.148.0/22 #AS47254 WFC-AS, IT
212.102.98.0/24 #AS47254 WFC-AS, IT
217.19.152.0/24 #AS47254 WFC-AS, IT
160.202.28.0/22 #AS47406 RLNET-AS, IT
185.118.72.0/22 #AS47406 RLNET-AS, IT
185.123.36.0/22 #AS47406 RLNET-AS, IT
185.154.88.0/22 #AS47406 RLNET-AS, IT
185.176.200.0/22 #AS47406 RLNET-AS, IT
185.211.15.0/24 #AS47406 RLNET-AS, IT
178.211.64.0/19 #AS47408 MANDARIN-AS, IT
212.46.64.0/19 #AS47408 MANDARIN-AS, IT
93.186.80.0/20 #AS47473 RUZZO-AS, IT
192.175.48.1/32 #AS47514 TNETSERVIZI-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.100.32.0/23 #AS47568 ASN-LANSERVICE Internet Service Provider, IT
94.100.36.0/23 #AS47568 ASN-LANSERVICE Internet Service Provider, IT
185.122.26.0/24 #AS47568 ASN-LANSERVICE Internet Service Provider, IT
185.152.140.0/22 #AS47597 AX3, IT
192.175.48.1/32 #AS47646 ALTHEA-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.168.173.0/24 #AS47735 NOWIRE-AS, IT
185.168.174.0/23 #AS47735 NOWIRE-AS, IT
94.124.32.0/21 #AS47875 PROVINCIA-DI-PADOVA-AS, IT
31.223.240.0/20 #AS47902 ISP-INASSET-AS, IT
46.19.232.0/21 #AS47902 ISP-INASSET-AS, IT
46.254.232.0/21 #AS47902 ISP-INASSET-AS, IT
79.143.124.0/22 #AS47902 ISP-INASSET-AS, IT
82.193.32.0/19 #AS47902 ISP-INASSET-AS, IT
84.247.192.0/20 #AS47902 ISP-INASSET-AS, IT
93.189.184.0/21 #AS47902 ISP-INASSET-AS, IT
185.100.108.0/22 #AS47902 ISP-INASSET-AS, IT
185.202.184.0/22 #AS47902 ISP-INASSET-AS, IT
193.239.52.0/22 #AS47902 ISP-INASSET-AS, IT
91.208.195.0/24 #AS47912 BTICINO-AS, IT
46.28.120.0/21 #AS47927 WIFIWEB Wifiweb Service Provider, IT
94.126.8.0/21 #AS47927 WIFIWEB Wifiweb Service Provider, IT
159.255.140.0/22 #AS47927 WIFIWEB Wifiweb Service Provider, IT
159.255.152.0/22 #AS47927 WIFIWEB Wifiweb Service Provider, IT
185.63.40.0/22 #AS47927 WIFIWEB Wifiweb Service Provider, IT
188.95.72.0/21 #AS47927 WIFIWEB Wifiweb Service Provider, IT
94.124.48.0/21 #AS47986 PRJINF-AS, IT
94.127.80.0/21 #AS48135 ITMSC, IT
151.89.0.0/16 #AS48135 ITMSC, IT
185.51.12.0/22 #AS48135 ITMSC, IT
193.111.46.0/24 #AS48135 ITMSC, IT
193.169.150.0/23 #AS48135 ITMSC, IT
85.158.240.0/21 #AS48235 SERVERSNAB-AS, IT
94.127.64.0/21 #AS48235 SERVERSNAB-AS, IT
192.175.48.1/32 #AS48251 DTV-AS, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.199.80.0/21 #AS48382 MICRODATASERVICE-AS, IT
94.247.8.0/21 #AS48394 VENIS, IT
94.126.136.0/21 #AS48423 AOMIL-AS, IT
37.99.224.0/20 #AS48500 IRPNET-AS, IT
94.230.64.0/21 #AS48500 IRPNET-AS, IT
109.104.224.0/21 #AS48500 IRPNET-AS, IT
134.90.224.0/20 #AS48500 IRPNET-AS, IT
185.46.100.0/22 #AS48500 IRPNET-AS, IT
217.196.128.0/21 #AS48500 IRPNET-AS, IT
217.196.140.0/23 #AS48500 IRPNET-AS, IT
31.185.16.0/22 #AS48544 TECNOADSL-AS, IT
31.185.22.0/23 #AS48544 TECNOADSL-AS, IT
45.10.72.0/22 #AS48544 TECNOADSL-AS, IT
46.102.114.0/24 #AS48544 TECNOADSL-AS, IT
78.159.144.0/22 #AS48544 TECNOADSL-AS, IT
79.143.112.0/22 #AS48544 TECNOADSL-AS, IT
79.143.116.0/24 #AS48544 TECNOADSL-AS, IT
79.143.120.0/22 #AS48544 TECNOADSL-AS, IT
83.174.144.0/22 #AS48544 TECNOADSL-AS, IT
87.252.106.0/23 #AS48544 TECNOADSL-AS, IT
89.32.156.0/22 #AS48544 TECNOADSL-AS, IT
89.36.204.0/22 #AS48544 TECNOADSL-AS, IT
89.189.48.0/22 #AS48544 TECNOADSL-AS, IT
91.231.172.0/23 #AS48544 TECNOADSL-AS, IT
92.245.170.0/23 #AS48544 TECNOADSL-AS, IT
92.245.172.0/22 #AS48544 TECNOADSL-AS, IT
93.189.136.0/24 #AS48544 TECNOADSL-AS, IT
93.189.139.0/24 #AS48544 TECNOADSL-AS, IT
93.189.142.0/23 #AS48544 TECNOADSL-AS, IT
185.29.144.0/23 #AS48544 TECNOADSL-AS, IT
185.29.146.0/24 #AS48544 TECNOADSL-AS, IT
185.39.24.0/23 #AS48544 TECNOADSL-AS, IT
185.84.84.0/22 #AS48544 TECNOADSL-AS, IT
185.86.200.0/22 #AS48544 TECNOADSL-AS, IT
185.164.185.0/24 #AS48544 TECNOADSL-AS, IT
185.164.186.0/23 #AS48544 TECNOADSL-AS, IT
188.116.8.0/23 #AS48544 TECNOADSL-AS, IT
188.116.32.0/23 #AS48544 TECNOADSL-AS, IT
188.116.60.0/22 #AS48544 TECNOADSL-AS, IT
194.145.248.0/22 #AS48544 TECNOADSL-AS, IT
212.69.136.0/24 #AS48544 TECNOADSL-AS, IT
212.69.138.0/23 #AS48544 TECNOADSL-AS, IT
212.69.141.0/24 #AS48544 TECNOADSL-AS, IT
212.69.143.0/24 #AS48544 TECNOADSL-AS, IT
217.20.248.0/22 #AS48544 TECNOADSL-AS, IT
91.211.156.0/22 #AS48634 RTI_SPA, IT
193.239.220.0/23 #AS48751 UNOG-AS, IT
194.153.187.0/24 #AS48769 JACOBACCI-AS, IT
5.104.24.0/24 #AS48815 CRITICALCASE, IT
91.212.167.0/24 #AS48815 CRITICALCASE, IT
109.233.120.0/21 #AS48815 CRITICALCASE, IT
176.221.48.0/21 #AS48815 CRITICALCASE, IT
185.6.72.0/22 #AS48815 CRITICALCASE, IT
185.49.204.0/24 #AS48815 CRITICALCASE, IT
185.49.207.0/24 #AS48815 CRITICALCASE, IT
195.43.129.0/24 #AS48815 CRITICALCASE, IT
195.88.6.0/23 #AS48815 CRITICALCASE, IT
212.112.64.0/23 #AS48815 CRITICALCASE, IT
212.112.67.0/24 #AS48815 CRITICALCASE, IT
212.112.73.0/24 #AS48815 CRITICALCASE, IT
212.112.74.0/23 #AS48815 CRITICALCASE, IT
212.112.84.0/22 #AS48815 CRITICALCASE, IT
212.112.88.0/24 #AS48815 CRITICALCASE, IT
212.112.91.0/24 #AS48815 CRITICALCASE, IT
212.112.92.0/22 #AS48815 CRITICALCASE, IT
94.143.152.0/22 #AS49073 MOVIEMENT, IT
94.143.156.0/24 #AS49073 MOVIEMENT, IT
94.143.158.0/24 #AS49073 MOVIEMENT, IT
45.86.108.0/22 #AS49088 TELMEKOM-AS, IT
45.90.92.0/22 #AS49088 TELMEKOM-AS, IT
45.135.68.0/22 #AS49088 TELMEKOM-AS, IT
62.146.244.0/22 #AS49088 TELMEKOM-AS, IT
91.212.72.0/23 #AS49088 TELMEKOM-AS, IT
91.212.160.0/23 #AS49088 TELMEKOM-AS, IT
185.144.72.0/22 #AS49088 TELMEKOM-AS, IT
185.214.200.0/22 #AS49088 TELMEKOM-AS, IT
185.216.184.0/22 #AS49088 TELMEKOM-AS, IT
195.39.250.0/23 #AS49088 TELMEKOM-AS, IT
195.39.252.0/23 #AS49088 TELMEKOM-AS, IT
192.175.48.1/32 #AS49119 TELENIA, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
83.220.0.0/21 #AS49215 BURGO-AS, IT
83.220.9.0/24 #AS49215 BURGO-AS, IT
83.220.10.0/23 #AS49215 BURGO-AS, IT
83.220.12.0/22 #AS49215 BURGO-AS, IT
192.175.48.1/32 #AS49245 SIIX Southern Italy Internet Exchange - AS49245, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
94.230.76.0/22 #AS49265 CSGALILEO, IT
109.104.240.0/22 #AS49265 CSGALILEO, IT
185.91.188.0/22 #AS49265 CSGALILEO, IT
37.209.200.0/21 #AS49284 MT-AS Internet Service Provider, IT
188.92.184.0/21 #AS49284 MT-AS Internet Service Provider, IT
62.100.74.0/23 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
62.100.81.0/24 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
93.185.112.0/20 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
159.255.136.0/22 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
159.255.144.0/24 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
171.22.232.0/22 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
178.239.32.0/22 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
178.239.36.0/24 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
178.239.40.0/21 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
185.63.132.0/23 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
185.63.135.0/24 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
188.94.120.0/21 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
193.200.26.0/23 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
193.200.48.0/23 #AS49289 MEDIA-VENETO Media Veneto s.r.l., IT
91.212.219.0/24 #AS49355 ACCIAI_SPECIALI_TERNI, IT
45.85.156.0/23 #AS49367 ASSEFLOW, IT
45.95.192.0/23 #AS49367 ASSEFLOW, IT
45.133.212.0/23 #AS49367 ASSEFLOW, IT
45.133.214.0/24 #AS49367 ASSEFLOW, IT
45.138.196.0/23 #AS49367 ASSEFLOW, IT
45.145.68.0/22 #AS49367 ASSEFLOW, IT
45.152.129.0/24 #AS49367 ASSEFLOW, IT
83.136.106.0/23 #AS49367 ASSEFLOW, IT
86.105.1.0/24 #AS49367 ASSEFLOW, IT
91.238.83.0/24 #AS49367 ASSEFLOW, IT
91.238.84.0/24 #AS49367 ASSEFLOW, IT
91.238.112.0/24 #AS49367 ASSEFLOW, IT
92.114.92.0/24 #AS49367 ASSEFLOW, IT
94.198.96.0/22 #AS49367 ASSEFLOW, IT
94.198.100.0/23 #AS49367 ASSEFLOW, IT
94.198.103.0/24 #AS49367 ASSEFLOW, IT
95.141.32.0/20 #AS49367 ASSEFLOW, IT
151.246.198.0/24 #AS49367 ASSEFLOW, IT
158.58.168.0/21 #AS49367 ASSEFLOW, IT
176.105.252.0/24 #AS49367 ASSEFLOW, IT
176.105.254.0/24 #AS49367 ASSEFLOW, IT
194.242.14.0/23 #AS49367 ASSEFLOW, IT
91.212.249.0/24 #AS49431 KPMG-IT-AS, IT
46.141.0.0/16 #AS49524 WOLNET, IT
109.237.160.0/20 #AS49524 WOLNET, IT
185.151.124.0/22 #AS49535 EMIND, IT
188.94.192.0/21 #AS49535 EMIND, IT
185.165.56.0/22 #AS49597 EURONET-AS, IT
31.13.136.0/21 #AS49605 DTS-AS DTS, IT
185.8.148.0/22 #AS49605 DTS-AS DTS, IT
185.62.28.0/22 #AS49605 DTS-AS DTS, IT
185.87.240.0/22 #AS49605 DTS-AS DTS, IT
217.112.96.0/20 #AS49605 DTS-AS DTS, IT
188.64.120.0/21 #AS49640 SPE-AS, IT
178.248.176.0/21 #AS49653 DELTAWEB-AS, IT
185.89.44.0/22 #AS49653 DELTAWEB-AS, IT
188.64.88.0/21 #AS49653 DELTAWEB-AS, IT
185.172.180.0/22 #AS49709 VIDEOBYTE, IT
185.193.0.0/22 #AS49709 VIDEOBYTE, IT
109.68.24.0/21 #AS49733 DITECH-AS, IT
91.213.210.0/24 #AS49772 THEFOOL, IT
91.109.192.0/21 #AS49924 NETFREE, IT
109.73.176.0/20 #AS49924 NETFREE, IT
185.123.232.0/22 #AS49924 NETFREE, IT
195.14.102.0/23 #AS49976 AREATS-NET, IT
94.198.208.0/21 #AS49979 LAWIRELESS-AS, IT
109.70.200.0/21 #AS49979 LAWIRELESS-AS, IT
185.173.84.0/24 #AS49979 LAWIRELESS-AS, IT
185.173.87.0/24 #AS49979 LAWIRELESS-AS, IT
