192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
163.182.244.0/22 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
184.94.187.0/24 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
206.130.190.0/23 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
206.130.192.0/20 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
206.130.208.0/21 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
206.130.216.0/23 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
206.130.218.0/24 #AS11287 AS-MSEA - Mitchell Seaforth Cable T. V. Ltd., CA
24.49.224.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.50.64.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.54.0.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.75.176.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.122.0.0/16 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.138.80.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.142.80.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.153.96.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.204.144.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.226.128.0/17 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.230.192.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
24.231.0.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
45.42.36.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
57.134.0.0/17 #AS11290 CC-3272 - Cogeco Connexion inc, CA
66.171.48.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
72.11.160.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
74.210.128.0/17 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.37.200.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.192.116.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.200.80.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.218.124.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.244.68.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
104.245.152.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
108.171.64.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
140.106.0.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
144.168.52.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
157.208.0.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
158.222.104.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.212.8.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.217.4.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.223.0.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.244.44.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.247.92.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
162.252.216.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
170.249.32.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
170.249.80.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
172.97.52.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
173.0.192.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
184.75.128.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
199.36.124.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
199.102.200.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
199.193.168.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
204.144.60.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.151.61.0/24 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.151.62.0/23 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.151.64.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.151.68.0/23 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.236.42.0/24 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.237.35.0/24 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.237.36.0/22 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.237.40.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.237.48.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
205.237.64.0/21 #AS11290 CC-3272 - Cogeco Connexion inc, CA
206.123.14.0/24 #AS11290 CC-3272 - Cogeco Connexion inc, CA
208.77.10.0/23 #AS11290 CC-3272 - Cogeco Connexion inc, CA
208.96.192.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
208.118.208.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
209.15.64.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
209.15.160.0/19 #AS11290 CC-3272 - Cogeco Connexion inc, CA
209.54.64.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
209.169.128.0/18 #AS11290 CC-3272 - Cogeco Connexion inc, CA
216.71.80.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
216.228.208.0/20 #AS11290 CC-3272 - Cogeco Connexion inc, CA
192.175.48.1/32 #AS11305 P1DH-1-ASN - Aptum Technologies, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.152.56.0/22 #AS11342 PATHWAY - Pathway Communications, CA
64.50.146.0/23 #AS11342 PATHWAY - Pathway Communications, CA
66.212.160.0/20 #AS11342 PATHWAY - Pathway Communications, CA
66.212.176.0/21 #AS11342 PATHWAY - Pathway Communications, CA
66.212.184.0/22 #AS11342 PATHWAY - Pathway Communications, CA
68.68.0.0/20 #AS11342 PATHWAY - Pathway Communications, CA
104.193.32.0/22 #AS11342 PATHWAY - Pathway Communications, CA
142.248.142.0/23 #AS11342 PATHWAY - Pathway Communications, CA
185.156.184.0/22 #AS11342 PATHWAY - Pathway Communications, CA
204.50.64.0/23 #AS11342 PATHWAY - Pathway Communications, CA
204.63.190.0/23 #AS11342 PATHWAY - Pathway Communications, CA
205.151.198.0/24 #AS11342 PATHWAY - Pathway Communications, CA
205.151.201.0/24 #AS11342 PATHWAY - Pathway Communications, CA
206.123.32.0/20 #AS11342 PATHWAY - Pathway Communications, CA
207.183.49.0/24 #AS11342 PATHWAY - Pathway Communications, CA
207.188.64.0/19 #AS11342 PATHWAY - Pathway Communications, CA
208.78.16.0/22 #AS11342 PATHWAY - Pathway Communications, CA
209.41.128.0/19 #AS11342 PATHWAY - Pathway Communications, CA
209.250.128.0/19 #AS11342 PATHWAY - Pathway Communications, CA
216.249.0.0/20 #AS11342 PATHWAY - Pathway Communications, CA
23.186.184.0/24 #AS11358 TENNANT-SOFTWARE - Tennant Software, CA
168.151.255.0/24 #AS11358 TENNANT-SOFTWARE - Tennant Software, CA
192.175.48.1/32 #AS11388 MAXIM - Aptum Technologies, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS11391 COREL-3 - Corel Corporation, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.33.200.0/23 #AS11435 BENEVA-1 - Beneva, CA
204.19.212.0/22 #AS11435 BENEVA-1 - Beneva, CA
192.139.17.0/24 #AS11453 AVOTUS-CORPORATION - Avotus Corporation, CA
66.171.160.0/20 #AS11478 OPENFACE - Beanfield Technologies Inc., CA
207.115.96.0/20 #AS11478 OPENFACE - Beanfield Technologies Inc., CA
216.46.0.0/19 #AS11478 OPENFACE - Beanfield Technologies Inc., CA
132.221.0.0/16 #AS11489 BACI - Bell Canada, CA
142.82.11.0/24 #AS11489 BACI - Bell Canada, CA
142.82.47.0/24 #AS11489 BACI - Bell Canada, CA
142.82.50.0/24 #AS11489 BACI - Bell Canada, CA
142.82.57.0/24 #AS11489 BACI - Bell Canada, CA
142.82.58.0/23 #AS11489 BACI - Bell Canada, CA
142.83.0.0/16 #AS11489 BACI - Bell Canada, CA
142.84.0.0/16 #AS11489 BACI - Bell Canada, CA
142.85.0.0/17 #AS11489 BACI - Bell Canada, CA
142.85.128.0/23 #AS11489 BACI - Bell Canada, CA
142.85.240.0/21 #AS11489 BACI - Bell Canada, CA
142.100.128.0/20 #AS11489 BACI - Bell Canada, CA
142.100.224.0/20 #AS11489 BACI - Bell Canada, CA
142.213.0.0/16 #AS11489 BACI - Bell Canada, CA
192.197.161.0/24 #AS11489 BACI - Bell Canada, CA
192.197.162.0/24 #AS11489 BACI - Bell Canada, CA
198.168.16.0/24 #AS11489 BACI - Bell Canada, CA
199.202.95.0/24 #AS11489 BACI - Bell Canada, CA
199.202.96.0/24 #AS11489 BACI - Bell Canada, CA
192.139.34.0/24 #AS11507 MEDICINEHATCOLLEGE-ASN - Medicine Hat College, CA
204.209.40.0/23 #AS11507 MEDICINEHATCOLLEGE-ASN - Medicine Hat College, CA
204.209.42.0/24 #AS11507 MEDICINEHATCOLLEGE-ASN - Medicine Hat College, CA
192.175.48.1/32 #AS11510 COMMUNICATONS-GROUP-FORTMCMURRAY - Tridon Communications, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
142.40.38.0/24 #AS11522 SUD-WIREDAS - Greater Sudbury Telecommunications Inc., CA
216.223.64.0/18 #AS11522 SUD-WIREDAS - Greater Sudbury Telecommunications Inc., CA
192.175.48.1/32 #AS11532 VIANETWORKS11532 - Aptum Technologies, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
12.129.94.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
63.111.64.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
65.207.145.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
162.252.12.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
162.252.15.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
199.2.247.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
208.2.164.0/24 #AS11539 LIAISONBGP - Open Text Corporation, CA
170.175.232.0/24 #AS11544 RBC1-ASN6 - Royal Bank of Canada, CA
199.250.8.0/24 #AS11544 RBC1-ASN6 - Royal Bank of Canada, CA
199.250.12.0/24 #AS11544 RBC1-ASN6 - Royal Bank of Canada, CA
192.175.48.1/32 #AS11566 MTS-TEST-AS - Bell Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
128.129.36.0/23 #AS11568 CGI-REGINA-1 - CGI Inc., CA
204.83.165.0/24 #AS11568 CGI-REGINA-1 - CGI Inc., CA
204.209.113.0/24 #AS11568 CGI-REGINA-1 - CGI Inc., CA
68.171.64.0/20 #AS11601 PICANOC-AS - Reseau Picanoc.net Inc., CA
162.223.44.0/22 #AS11601 PICANOC-AS - Reseau Picanoc.net Inc., CA
208.71.179.0/24 #AS11626 WEST-SAFETY-SERVICES - ConneXon Telecom, CA
159.18.95.0/24 #AS11628 OICR-ONTARIO-INSTITUTE-FOR-CANCER-RESEARCHB - Ontario Institute for Cancer Research, CA
206.108.120.0/21 #AS11628 OICR-ONTARIO-INSTITUTE-FOR-CANCER-RESEARCHB - Ontario Institute for Cancer Research, CA
23.128.224.0/24 #AS11635 AS-ENVI-1 - TelMAX Inc., CA
38.111.108.0/23 #AS11635 AS-ENVI-1 - TelMAX Inc., CA
134.195.48.0/22 #AS11635 AS-ENVI-1 - TelMAX Inc., CA
161.199.18.0/24 #AS11635 AS-ENVI-1 - TelMAX Inc., CA
64.7.128.0/19 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
67.43.128.0/20 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
98.159.240.0/20 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
192.139.233.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
198.73.181.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
198.73.240.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
198.235.180.0/22 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
199.71.182.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
199.71.252.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
199.85.118.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
199.212.134.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
199.246.36.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
204.138.108.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
204.187.87.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
205.210.141.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
205.211.164.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
206.51.23.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
206.51.24.0/23 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
206.130.75.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
206.130.87.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
206.130.91.0/24 #AS11647 SENTEX-NET - Sentex Communications Corporation, CA
23.128.92.0/24 #AS11655 YXEIX-SRV - Saskatoon Internet Exchange Inc, CA
207.89.50.0/24 #AS11655 YXEIX-SRV - Saskatoon Internet Exchange Inc, CA
66.79.224.0/21 #AS11666 NEXICOM-CA - Nexicom Inc., CA
66.79.232.0/22 #AS11666 NEXICOM-CA - Nexicom Inc., CA
66.79.236.0/23 #AS11666 NEXICOM-CA - Nexicom Inc., CA
66.79.240.0/20 #AS11666 NEXICOM-CA - Nexicom Inc., CA
76.75.64.0/21 #AS11666 NEXICOM-CA - Nexicom Inc., CA
76.75.72.0/23 #AS11666 NEXICOM-CA - Nexicom Inc., CA
76.75.76.0/22 #AS11666 NEXICOM-CA - Nexicom Inc., CA
76.75.80.0/20 #AS11666 NEXICOM-CA - Nexicom Inc., CA
76.75.96.0/19 #AS11666 NEXICOM-CA - Nexicom Inc., CA
98.124.0.0/19 #AS11666 NEXICOM-CA - Nexicom Inc., CA
98.124.32.0/20 #AS11666 NEXICOM-CA - Nexicom Inc., CA
98.124.48.0/21 #AS11666 NEXICOM-CA - Nexicom Inc., CA
98.124.56.0/22 #AS11666 NEXICOM-CA - Nexicom Inc., CA
192.249.128.0/17 #AS11666 NEXICOM-CA - Nexicom Inc., CA
216.168.96.0/19 #AS11666 NEXICOM-CA - Nexicom Inc., CA
192.175.48.1/32 #AS11670 AS-TORIX - Toronto Internet Exchange Community, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
137.207.0.0/16 #AS11700 CA-CW-E - CW-E, CA
199.71.12.0/24 #AS11700 CA-CW-E - CW-E, CA
199.71.141.0/24 #AS11700 CA-CW-E - CW-E, CA
204.225.7.0/24 #AS11700 CA-CW-E - CW-E, CA
205.207.189.0/24 #AS11700 CA-CW-E - CW-E, CA
205.207.190.0/23 #AS11700 CA-CW-E - CW-E, CA
205.207.192.0/21 #AS11700 CA-CW-E - CW-E, CA
205.207.200.0/22 #AS11700 CA-CW-E - CW-E, CA
205.211.88.0/23 #AS11700 CA-CW-E - CW-E, CA
205.211.90.0/24 #AS11700 CA-CW-E - CW-E, CA
207.219.101.0/24 #AS11700 CA-CW-E - CW-E, CA
209.202.75.0/24 #AS11700 CA-CW-E - CW-E, CA
38.116.198.0/23 #AS11703 MARS-DISCOVERY-DISTRICT - MaRS Discovery District, CA
142.46.68.0/22 #AS11727 BMTS - Bruce Telecom, CA
173.241.96.0/20 #AS11727 BMTS - Bruce Telecom, CA
204.19.18.0/24 #AS11727 BMTS - Bruce Telecom, CA
209.240.112.0/20 #AS11727 BMTS - Bruce Telecom, CA
216.183.128.0/19 #AS11727 BMTS - Bruce Telecom, CA
162.244.88.0/22 #AS11807 GAMELOFT - Divertissements GameLoft Inc, CA
198.136.44.0/22 #AS11807 GAMELOFT - Divertissements GameLoft Inc, CA
208.71.184.0/22 #AS11807 GAMELOFT - Divertissements GameLoft Inc, CA
23.91.224.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
45.42.96.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.11.160.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.128.0/18 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.208.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.224.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.240.0/21 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.248.0/22 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
66.49.255.0/24 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
67.55.0.0/23 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
67.55.4.0/22 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
67.55.8.0/21 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
67.55.16.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
67.55.32.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
68.232.80.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
69.171.128.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
69.173.32.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
72.53.0.0/17 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
72.53.128.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
172.97.128.0/17 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
173.206.32.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
173.206.96.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
173.206.128.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
174.138.192.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
198.91.128.0/17 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
198.200.64.0/18 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
204.11.120.0/22 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
206.80.240.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
206.188.64.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
208.68.16.0/22 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
209.195.64.0/18 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
209.197.128.0/18 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
209.227.128.0/18 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
216.48.160.0/20 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
216.58.0.0/17 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
216.246.224.0/19 #AS11814 DISTRIBUTEL-AS11814 - Distributel Communications Limited, CA
23.111.76.0/22 #AS11831 ESECUREDATA - eSecureData, CA
71.19.240.0/20 #AS11831 ESECUREDATA - eSecureData, CA
74.3.160.0/21 #AS11831 ESECUREDATA - eSecureData, CA
74.3.168.0/24 #AS11831 ESECUREDATA - eSecureData, CA
74.3.171.0/24 #AS11831 ESECUREDATA - eSecureData, CA
74.3.172.0/22 #AS11831 ESECUREDATA - eSecureData, CA
162.221.200.0/21 #AS11831 ESECUREDATA - eSecureData, CA
162.244.236.0/22 #AS11831 ESECUREDATA - eSecureData, CA
209.17.150.0/23 #AS11831 ESECUREDATA - eSecureData, CA
209.17.170.0/23 #AS11831 ESECUREDATA - eSecureData, CA
209.17.186.0/24 #AS11831 ESECUREDATA - eSecureData, CA
209.17.190.0/23 #AS11831 ESECUREDATA - eSecureData, CA
209.139.208.0/23 #AS11831 ESECUREDATA - eSecureData, CA
216.18.20.0/22 #AS11831 ESECUREDATA - eSecureData, CA
108.174.128.0/23 #AS11851 THE-MICHENER-INSTITUTE-OF-EDUCATION-AT-UHN - The Michener Institute for Applied Health Sciences, CA
207.195.160.0/20 #AS11858 CM2COM - Open Text Corporation, CA
192.175.48.1/32 #AS11864 VISTO-IT-1 - BlackBerry Limited, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS11879 CSESNET - Carleton Student Engineering Society, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.130.32.0/24 #AS11918 DIALLOGTORONTOCORE - Diallog Telecommunications, CA
66.7.80.0/22 #AS11918 DIALLOGTORONTOCORE - Diallog Telecommunications, CA
66.7.94.0/23 #AS11918 DIALLOGTORONTOCORE - Diallog Telecommunications, CA
207.167.88.0/22 #AS11918 DIALLOGTORONTOCORE - Diallog Telecommunications, CA
192.175.48.1/32 #AS11991 ASN-WIBAND-2 - Xplore Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
142.139.0.0/16 #AS11998 GNB-ORG - Province of New Brunswick, CA
208.76.74.0/23 #AS12010 IFDS - International Financial Data Services Canada Ltd., CA
205.233.151.0/24 #AS12059 ILAP - Internet Light and Power Inc., CA
216.223.128.0/19 #AS12059 ILAP - Internet Light and Power Inc., CA
129.97.0.0/16 #AS12093 UWATERLOO - University of Waterloo, CA
198.96.155.0/24 #AS12093 UWATERLOO - University of Waterloo, CA
23.140.132.0/24 #AS12109 SUITE SOLUTIONS FIBER INTERNET - Suite Solutions Inc, CA
38.39.96.0/19 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
199.231.220.0/22 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
199.243.203.0/24 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
199.243.205.0/24 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
199.243.253.0/24 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
207.96.205.0/24 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
207.96.206.0/24 #AS12132 QUEBECINTERNET - Quebec Internet Inc, CA
66.179.20.0/24 #AS12212 RAVAND - Ravand Cybertech Inc., CA
198.55.62.0/24 #AS12212 RAVAND - Ravand Cybertech Inc., CA
207.176.223.0/24 #AS12212 RAVAND - Ravand Cybertech Inc., CA
207.176.224.0/24 #AS12212 RAVAND - Ravand Cybertech Inc., CA
192.175.48.1/32 #AS12277 SSC-299-12277 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.12.60.0/24 #AS12989 BLACKHOST AS12989.NET, CA
86.54.28.0/22 #AS12989 BLACKHOST AS12989.NET, CA
168.222.185.0/24 #AS12989 BLACKHOST AS12989.NET, CA
168.222.186.0/24 #AS12989 BLACKHOST AS12989.NET, CA
185.142.236.0/24 #AS12989 BLACKHOST AS12989.NET, CA
185.142.238.0/23 #AS12989 BLACKHOST AS12989.NET, CA
194.54.180.0/23 #AS12989 BLACKHOST AS12989.NET, CA
194.54.182.0/24 #AS12989 BLACKHOST AS12989.NET, CA
212.104.140.0/23 #AS12989 BLACKHOST AS12989.NET, CA
213.254.179.0/24 #AS12989 BLACKHOST AS12989.NET, CA
38.45.20.0/22 #AS13319 S-I-S - Storm Internet Services, CA
104.192.232.0/22 #AS13319 S-I-S - Storm Internet Services, CA
199.167.116.0/22 #AS13319 S-I-S - Storm Internet Services, CA
199.246.50.0/23 #AS13319 S-I-S - Storm Internet Services, CA
199.246.168.0/23 #AS13319 S-I-S - Storm Internet Services, CA
204.187.144.0/24 #AS13319 S-I-S - Storm Internet Services, CA
204.225.221.0/24 #AS13319 S-I-S - Storm Internet Services, CA
206.51.1.0/24 #AS13319 S-I-S - Storm Internet Services, CA
209.87.224.0/19 #AS13319 S-I-S - Storm Internet Services, CA
216.106.96.0/20 #AS13319 S-I-S - Storm Internet Services, CA
44.30.46.0/24 #AS13334 RAPIDZONE - Rapidzone, CA
67.223.68.0/24 #AS13340 RIML-CORP-AS-3 - BlackBerry Limited, CA
74.82.68.0/24 #AS13340 RIML-CORP-AS-3 - BlackBerry Limited, CA
103.151.126.0/24 #AS13360 TRITONDIGITAL - Triton Digital, CA
139.64.208.0/24 #AS13360 TRITONDIGITAL - Triton Digital, CA
192.173.28.0/22 #AS13360 TRITONDIGITAL - Triton Digital, CA
208.80.52.0/22 #AS13360 TRITONDIGITAL - Triton Digital, CA
208.92.52.0/22 #AS13360 TRITONDIGITAL - Triton Digital, CA
192.206.28.0/24 #AS13365 NET-192-206-28-0-1 - International Civil Aviation Organization, CA
199.166.10.0/24 #AS13441 SCOTIABANK - Bank of Nova Scotia, CA
199.166.13.0/24 #AS13441 SCOTIABANK - Bank of Nova Scotia, CA
199.166.14.0/24 #AS13441 SCOTIABANK - Bank of Nova Scotia, CA
205.210.220.0/22 #AS13441 SCOTIABANK - Bank of Nova Scotia, CA
64.64.160.0/19 #AS13468 KOS-1193 - Kingston Online Services, CA
68.69.16.0/20 #AS13468 KOS-1193 - Kingston Online Services, CA
69.7.240.0/20 #AS13468 KOS-1193 - Kingston Online Services, CA
199.246.2.0/23 #AS13468 KOS-1193 - Kingston Online Services, CA
38.74.4.0/24 #AS13469 STINGRAY GROUP INC - Stingray, CA
192.48.220.0/24 #AS13469 STINGRAY GROUP INC - Stingray, CA
66.103.154.0/23 #AS13487 NUTRIEN-LATAM - Nutrien, CA
192.175.48.1/32 #AS13523 GOCODEIT-IX - GoCodeIT Inc, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
170.205.17.0/24 #AS13525 RS1306 - Right Servers Inc., CA
199.202.104.0/21 #AS13552 CEGEPSAINTE-FOY - Cegep de Sainte-Foy, CA
74.3.148.0/23 #AS13559 QUANTUM-INTERNET-SOL-CAN01 - QUANTUM INTERNET SOLUTIONS, CA
192.175.48.1/32 #AS13571 VIDEOTRON-LTEE - Videotron Ltee, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS13595 CANIX WINNIPEG ROUTE SERVERS - CANIX Solutions & Services, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
