195.95.187.0/24 #AS41103 CLEARIP-AS teleBIZZ Ltd, GB
5.133.240.0/21 #AS41107 BACKBONE-CONNECT, GB
80.208.216.0/22 #AS41107 BACKBONE-CONNECT, GB
80.208.220.0/24 #AS41107 BACKBONE-CONNECT, GB
80.208.222.0/23 #AS41107 BACKBONE-CONNECT, GB
91.108.160.0/21 #AS41107 BACKBONE-CONNECT, GB
159.253.160.0/22 #AS41107 BACKBONE-CONNECT, GB
178.255.64.0/21 #AS41107 BACKBONE-CONNECT, GB
185.31.152.0/22 #AS41107 BACKBONE-CONNECT, GB
185.38.112.0/22 #AS41107 BACKBONE-CONNECT, GB
193.24.252.0/22 #AS41107 BACKBONE-CONNECT, GB
195.60.208.0/22 #AS41107 BACKBONE-CONNECT, GB
217.61.228.0/22 #AS41107 BACKBONE-CONNECT, GB
89.207.48.0/21 #AS41203 GEOPOST, GB
31.205.0.0/16 #AS41230 ASK4, GB
45.81.120.0/22 #AS41230 ASK4, GB
45.154.248.0/22 #AS41230 ASK4, GB
78.109.176.0/20 #AS41230 ASK4, GB
81.23.48.0/20 #AS41230 ASK4, GB
176.119.145.0/24 #AS41230 ASK4, GB
185.134.128.0/22 #AS41230 ASK4, GB
185.134.136.0/22 #AS41230 ASK4, GB
185.134.144.0/22 #AS41230 ASK4, GB
185.198.228.0/22 #AS41230 ASK4, GB
213.143.0.0/19 #AS41230 ASK4, GB
91.189.88.0/21 #AS41231 CANONICAL-AS, GB
162.213.32.0/24 #AS41231 CANONICAL-AS, GB
162.213.34.0/23 #AS41231 CANONICAL-AS, GB
185.125.188.0/22 #AS41231 CANONICAL-AS, GB
194.169.254.0/24 #AS41231 CANONICAL-AS, GB
185.207.140.0/22 #AS41232 BEELINE, GB
178.237.52.0/23 #AS41246 EMS-AS, GB
195.74.68.0/24 #AS41246 EMS-AS, GB
192.175.48.1/32 #AS41276 TRUSTMARQUE, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
45.154.252.0/24 #AS41281 KEFF Interplanetary Communications Network, GB
45.154.254.0/23 #AS41281 KEFF Interplanetary Communications Network, GB
193.189.100.0/24 #AS41281 KEFF Interplanetary Communications Network, GB
81.95.52.0/23 #AS41354 ITS-TG, GB
91.236.67.0/24 #AS41354 ITS-TG, GB
92.71.128.0/19 #AS41354 ITS-TG, GB
137.22.160.0/19 #AS41354 ITS-TG, GB
149.5.100.0/23 #AS41354 ITS-TG, GB
149.5.104.0/22 #AS41354 ITS-TG, GB
149.5.120.0/22 #AS41354 ITS-TG, GB
149.36.16.0/20 #AS41354 ITS-TG, GB
149.40.96.0/19 #AS41354 ITS-TG, GB
149.71.228.0/22 #AS41354 ITS-TG, GB
149.86.64.0/19 #AS41354 ITS-TG, GB
149.106.160.0/19 #AS41354 ITS-TG, GB
149.107.64.0/18 #AS41354 ITS-TG, GB
154.61.40.0/22 #AS41354 ITS-TG, GB
185.20.128.0/22 #AS41354 ITS-TG, GB
185.25.92.0/24 #AS41354 ITS-TG, GB
185.80.84.0/22 #AS41354 ITS-TG, GB
185.127.192.0/22 #AS41354 ITS-TG, GB
185.162.71.0/24 #AS41354 ITS-TG, GB
185.179.120.0/22 #AS41354 ITS-TG, GB
185.207.68.0/22 #AS41354 ITS-TG, GB
185.208.200.0/24 #AS41354 ITS-TG, GB
193.39.182.0/23 #AS41354 ITS-TG, GB
194.35.96.0/22 #AS41354 ITS-TG, GB
195.21.64.0/19 #AS41354 ITS-TG, GB
212.82.64.0/19 #AS41354 ITS-TG, GB
212.196.215.0/24 #AS41354 ITS-TG, GB
212.212.32.0/19 #AS41354 ITS-TG, GB
217.171.96.0/22 #AS41354 ITS-TG, GB
217.171.108.0/23 #AS41354 ITS-TG, GB
217.171.110.0/24 #AS41354 ITS-TG, GB
84.18.199.0/24 #AS41355 CATALYST2-RDG Catalyst2 RDG, GB
185.136.248.0/22 #AS41355 CATALYST2-RDG Catalyst2 RDG, GB
194.176.124.0/24 #AS41355 CATALYST2-RDG Catalyst2 RDG, GB
46.183.8.0/21 #AS41357 UK-34SP-AS, GB
64.38.96.0/21 #AS41357 UK-34SP-AS, GB
80.82.112.0/20 #AS41357 UK-34SP-AS, GB
185.114.96.0/22 #AS41357 UK-34SP-AS, GB
89.250.32.0/23 #AS41362 BGNET Royal London Group, GB
89.250.34.0/24 #AS41362 BGNET Royal London Group, GB
89.250.36.0/24 #AS41362 BGNET Royal London Group, GB
89.250.39.0/24 #AS41362 BGNET Royal London Group, GB
89.250.40.0/24 #AS41362 BGNET Royal London Group, GB
89.250.42.0/24 #AS41362 BGNET Royal London Group, GB
89.250.44.0/23 #AS41362 BGNET Royal London Group, GB
89.250.46.0/24 #AS41362 BGNET Royal London Group, GB
194.35.20.0/23 #AS41362 BGNET Royal London Group, GB
194.36.136.0/24 #AS41367 PSN-AS, GB
207.11.243.0/24 #AS41367 PSN-AS, GB
194.176.105.0/24 #AS41373 BT-PLC, GB
185.66.116.0/22 #AS41379 NTA-AS, GB
194.50.55.0/24 #AS41379 NTA-AS, GB
194.50.56.0/24 #AS41379 NTA-AS, GB
195.200.198.0/24 #AS41380 ALD-AS, GB
89.207.160.0/22 #AS41383 WOLASN, GB
185.211.44.0/22 #AS41383 WOLASN, GB
192.175.48.1/32 #AS41393 NASSTAR-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.98.200.0/22 #AS41400 GNOL-AS, GB
193.93.36.0/22 #AS41400 GNOL-AS, GB
185.215.128.0/24 #AS41415 SQUARE-ENIX, GB
185.215.130.0/24 #AS41415 SQUARE-ENIX, GB
209.130.141.0/24 #AS41415 SQUARE-ENIX, GB
192.175.48.1/32 #AS41448 FPL-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.215.164.0/22 #AS41477 LMAX, GB
103.219.172.0/22 #AS41477 LMAX, GB
185.34.164.0/22 #AS41477 LMAX, GB
31.25.0.0/21 #AS41484 NYNET, GB
37.72.112.0/21 #AS41484 NYNET, GB
176.62.208.0/21 #AS41484 NYNET, GB
185.4.156.0/22 #AS41484 NYNET, GB
185.68.104.0/22 #AS41484 NYNET, GB
5.158.224.0/21 #AS41489 WF-AS, GB
81.187.42.0/24 #AS41489 WF-AS, GB
81.187.96.0/20 #AS41489 WF-AS, GB
81.187.128.0/24 #AS41489 WF-AS, GB
185.76.208.0/22 #AS41489 WF-AS, GB
195.93.196.0/24 #AS41493 CHI-X, GB
46.227.200.0/21 #AS41495 FAELIX, GB
185.134.196.0/22 #AS41495 FAELIX, GB
195.78.80.0/23 #AS41538 INSPIRED-AS, GB
195.138.195.0/24 #AS41548 MEDWAY-AS, GB
195.138.205.0/24 #AS41553 REED-MANAGED-SERVICES, GB
2.57.169.0/24 #AS41564 AS41564, GB
5.153.236.0/24 #AS41564 AS41564, GB
5.153.239.0/24 #AS41564 AS41564, GB
5.157.8.0/24 #AS41564 AS41564, GB
5.157.13.0/24 #AS41564 AS41564, GB
5.157.14.0/24 #AS41564 AS41564, GB
5.157.17.0/24 #AS41564 AS41564, GB
5.157.22.0/24 #AS41564 AS41564, GB
5.157.27.0/24 #AS41564 AS41564, GB
5.157.41.0/24 #AS41564 AS41564, GB
5.157.42.0/24 #AS41564 AS41564, GB
5.157.45.0/24 #AS41564 AS41564, GB
5.157.56.0/24 #AS41564 AS41564, GB
5.157.58.0/23 #AS41564 AS41564, GB
5.157.60.0/22 #AS41564 AS41564, GB
23.92.127.0/24 #AS41564 AS41564, GB
89.251.0.0/24 #AS41564 AS41564, GB
104.160.2.0/24 #AS41564 AS41564, GB
104.160.4.0/24 #AS41564 AS41564, GB
104.160.6.0/24 #AS41564 AS41564, GB
104.160.10.0/24 #AS41564 AS41564, GB
151.237.186.0/24 #AS41564 AS41564, GB
165.231.1.0/24 #AS41564 AS41564, GB
165.231.5.0/24 #AS41564 AS41564, GB
165.231.17.0/24 #AS41564 AS41564, GB
165.231.19.0/24 #AS41564 AS41564, GB
165.231.33.0/24 #AS41564 AS41564, GB
165.231.34.0/23 #AS41564 AS41564, GB
165.231.36.0/24 #AS41564 AS41564, GB
165.231.38.0/23 #AS41564 AS41564, GB
165.231.40.0/22 #AS41564 AS41564, GB
165.231.46.0/24 #AS41564 AS41564, GB
165.231.85.0/24 #AS41564 AS41564, GB
165.231.94.0/24 #AS41564 AS41564, GB
165.231.96.0/23 #AS41564 AS41564, GB
165.231.98.0/24 #AS41564 AS41564, GB
165.231.100.0/22 #AS41564 AS41564, GB
165.231.105.0/24 #AS41564 AS41564, GB
165.231.106.0/23 #AS41564 AS41564, GB
165.231.108.0/23 #AS41564 AS41564, GB
165.231.211.0/24 #AS41564 AS41564, GB
165.231.212.0/24 #AS41564 AS41564, GB
165.231.215.0/24 #AS41564 AS41564, GB
165.231.216.0/24 #AS41564 AS41564, GB
165.231.248.0/23 #AS41564 AS41564, GB
165.231.251.0/24 #AS41564 AS41564, GB
165.231.252.0/23 #AS41564 AS41564, GB
165.231.255.0/24 #AS41564 AS41564, GB
192.40.88.0/24 #AS41564 AS41564, GB
196.196.0.0/24 #AS41564 AS41564, GB
196.196.27.0/24 #AS41564 AS41564, GB
196.196.47.0/24 #AS41564 AS41564, GB
196.196.48.0/24 #AS41564 AS41564, GB
196.196.51.0/24 #AS41564 AS41564, GB
196.196.52.0/23 #AS41564 AS41564, GB
196.196.54.0/24 #AS41564 AS41564, GB
196.196.56.0/23 #AS41564 AS41564, GB
196.196.66.0/24 #AS41564 AS41564, GB
196.196.69.0/24 #AS41564 AS41564, GB
196.196.88.0/24 #AS41564 AS41564, GB
196.196.90.0/23 #AS41564 AS41564, GB
196.196.92.0/24 #AS41564 AS41564, GB
196.196.94.0/24 #AS41564 AS41564, GB
196.196.98.0/24 #AS41564 AS41564, GB
196.196.100.0/24 #AS41564 AS41564, GB
196.196.106.0/24 #AS41564 AS41564, GB
196.196.108.0/24 #AS41564 AS41564, GB
196.196.151.0/24 #AS41564 AS41564, GB
196.196.192.0/22 #AS41564 AS41564, GB
196.196.197.0/24 #AS41564 AS41564, GB
196.196.198.0/24 #AS41564 AS41564, GB
196.196.200.0/24 #AS41564 AS41564, GB
196.196.224.0/24 #AS41564 AS41564, GB
196.196.238.0/23 #AS41564 AS41564, GB
196.196.248.0/24 #AS41564 AS41564, GB
196.196.250.0/23 #AS41564 AS41564, GB
196.197.12.0/24 #AS41564 AS41564, GB
196.197.62.0/24 #AS41564 AS41564, GB
196.198.12.0/24 #AS41564 AS41564, GB
196.198.64.0/24 #AS41564 AS41564, GB
196.198.131.0/24 #AS41564 AS41564, GB
196.199.40.0/24 #AS41564 AS41564, GB
196.199.104.0/24 #AS41564 AS41564, GB
196.240.45.0/24 #AS41564 AS41564, GB
196.240.54.0/24 #AS41564 AS41564, GB
196.240.60.0/24 #AS41564 AS41564, GB
196.240.62.0/24 #AS41564 AS41564, GB
196.240.104.0/23 #AS41564 AS41564, GB
196.240.109.0/24 #AS41564 AS41564, GB
196.240.121.0/24 #AS41564 AS41564, GB
196.240.124.0/24 #AS41564 AS41564, GB
196.240.142.0/24 #AS41564 AS41564, GB
196.240.173.0/24 #AS41564 AS41564, GB
196.240.181.0/24 #AS41564 AS41564, GB
196.240.185.0/24 #AS41564 AS41564, GB
196.240.190.0/24 #AS41564 AS41564, GB
196.240.193.0/24 #AS41564 AS41564, GB
196.240.237.0/24 #AS41564 AS41564, GB
196.240.243.0/24 #AS41564 AS41564, GB
196.240.245.0/24 #AS41564 AS41564, GB
196.241.63.0/24 #AS41564 AS41564, GB
196.241.64.0/23 #AS41564 AS41564, GB
196.241.66.0/24 #AS41564 AS41564, GB
196.241.180.0/24 #AS41564 AS41564, GB
196.242.16.0/24 #AS41564 AS41564, GB
196.242.20.0/23 #AS41564 AS41564, GB
196.242.64.0/24 #AS41564 AS41564, GB
196.242.84.0/24 #AS41564 AS41564, GB
196.242.89.0/24 #AS41564 AS41564, GB
196.243.16.0/24 #AS41564 AS41564, GB
196.244.64.0/24 #AS41564 AS41564, GB
196.244.195.0/24 #AS41564 AS41564, GB
196.244.217.0/24 #AS41564 AS41564, GB
196.245.9.0/24 #AS41564 AS41564, GB
196.245.148.0/22 #AS41564 AS41564, GB
196.245.152.0/22 #AS41564 AS41564, GB
196.245.162.0/24 #AS41564 AS41564, GB
196.245.164.0/24 #AS41564 AS41564, GB
196.245.180.0/22 #AS41564 AS41564, GB
196.245.235.0/24 #AS41564 AS41564, GB
196.245.241.0/24 #AS41564 AS41564, GB
196.245.242.0/23 #AS41564 AS41564, GB
196.247.1.0/24 #AS41564 AS41564, GB
196.247.2.0/24 #AS41564 AS41564, GB
196.247.4.0/23 #AS41564 AS41564, GB
196.247.24.0/21 #AS41564 AS41564, GB
196.247.32.0/24 #AS41564 AS41564, GB
196.247.40.0/24 #AS41564 AS41564, GB
196.247.54.0/23 #AS41564 AS41564, GB
196.247.56.0/22 #AS41564 AS41564, GB
196.247.60.0/23 #AS41564 AS41564, GB
196.247.160.0/23 #AS41564 AS41564, GB
196.247.168.0/24 #AS41564 AS41564, GB
196.247.180.0/24 #AS41564 AS41564, GB
196.247.214.0/23 #AS41564 AS41564, GB
196.247.232.0/24 #AS41564 AS41564, GB
196.247.240.0/22 #AS41564 AS41564, GB
196.247.248.0/23 #AS41564 AS41564, GB
196.247.250.0/24 #AS41564 AS41564, GB
194.34.177.0/24 #AS41570 SSVC-AS, GB
194.34.189.0/24 #AS41570 SSVC-AS, GB
89.28.185.0/24 #AS41596 WGSL-AS, GB
89.28.186.0/24 #AS41596 WGSL-AS, GB
94.31.60.0/24 #AS41612 REDBEE-AS, GB
192.175.48.1/32 #AS41614 TELEDESIGN-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
89.185.128.0/19 #AS41678 TIBUS, GB
194.46.0.0/19 #AS41678 TIBUS, GB
194.46.96.0/20 #AS41678 TIBUS, GB
194.46.112.0/21 #AS41678 TIBUS, GB
194.46.132.0/22 #AS41678 TIBUS, GB
194.46.152.0/22 #AS41678 TIBUS, GB
194.46.160.0/23 #AS41678 TIBUS, GB
194.46.164.0/22 #AS41678 TIBUS, GB
194.46.168.0/21 #AS41678 TIBUS, GB
194.46.176.0/20 #AS41678 TIBUS, GB
212.108.64.0/20 #AS41678 TIBUS, GB
212.108.92.0/22 #AS41678 TIBUS, GB
89.21.224.0/19 #AS41695 VOSTRON-AS, GB
134.0.64.0/21 #AS41695 VOSTRON-AS, GB
91.206.0.0/23 #AS41751 OCADO, GB
37.205.56.0/21 #AS41811 CONVERGENCE-GROUP, GB
46.255.112.0/21 #AS41811 CONVERGENCE-GROUP, GB
88.151.216.0/21 #AS41811 CONVERGENCE-GROUP, GB
88.202.168.0/21 #AS41811 CONVERGENCE-GROUP, GB
109.232.56.0/21 #AS41811 CONVERGENCE-GROUP, GB
137.221.128.0/19 #AS41811 CONVERGENCE-GROUP, GB
137.221.160.0/21 #AS41811 CONVERGENCE-GROUP, GB
137.221.168.0/22 #AS41811 CONVERGENCE-GROUP, GB
137.221.176.0/22 #AS41811 CONVERGENCE-GROUP, GB
137.221.184.0/21 #AS41811 CONVERGENCE-GROUP, GB
137.221.192.0/23 #AS41811 CONVERGENCE-GROUP, GB
137.221.200.0/22 #AS41811 CONVERGENCE-GROUP, GB
185.30.24.0/22 #AS41811 CONVERGENCE-GROUP, GB
194.62.32.0/23 #AS41811 CONVERGENCE-GROUP, GB
194.155.93.0/24 #AS41811 CONVERGENCE-GROUP, GB
185.209.152.0/24 #AS41839 CONCENTRIXEUROPELTD, GB
185.209.155.0/24 #AS41839 CONCENTRIXEUROPELTD, GB
185.144.220.0/23 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
185.144.222.0/24 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
185.187.56.0/22 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
193.27.88.0/23 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
193.34.170.0/23 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
194.153.75.0/24 #AS41847 STEALTH-NETWORKS Pixie Networks, GB
37.208.80.0/21 #AS41896 SHETTEL-AS, GB
37.235.40.0/23 #AS41896 SHETTEL-AS, GB
37.235.42.0/24 #AS41896 SHETTEL-AS, GB
37.235.44.0/22 #AS41896 SHETTEL-AS, GB
157.173.224.0/19 #AS41936 COLT-GROUP, GB
109.205.224.0/21 #AS41951 GLOBECASTUK, GB
193.252.16.0/23 #AS41951 GLOBECASTUK, GB
194.60.83.0/24 #AS41988 TAKING-CARE-AS, GB
31.10.32.0/20 #AS42004 ULGRP-AS, GB
85.91.32.0/22 #AS42004 ULGRP-AS, GB
91.151.0.0/20 #AS42004 ULGRP-AS, GB
185.91.128.0/22 #AS42004 ULGRP-AS, GB
194.105.154.0/23 #AS42004 ULGRP-AS, GB
194.143.154.0/23 #AS42004 ULGRP-AS, GB
195.8.192.0/23 #AS42004 ULGRP-AS, GB
91.103.176.0/21 #AS42009 AVR-AS, GB
176.98.44.0/22 #AS42009 AVR-AS, GB
5.28.48.0/21 #AS42010 ITPS, GB
91.103.184.0/21 #AS42010 ITPS, GB
128.65.96.0/21 #AS42010 ITPS, GB
185.91.21.0/24 #AS42010 ITPS, GB
185.91.22.0/23 #AS42010 ITPS, GB
185.135.168.0/22 #AS42010 ITPS, GB
193.8.240.0/23 #AS42010 ITPS, GB
193.8.242.0/24 #AS42010 ITPS, GB
212.18.250.0/24 #AS42044 CENTRALNIC CentralNic Registry AS Number, GB
194.169.221.0/24 #AS42046 ITN, GB
45.152.92.0/24 #AS42053 STARLING, GB
45.152.94.0/24 #AS42053 STARLING, GB
77.83.224.0/23 #AS42081 ECMWF-IT, GB
77.83.226.0/24 #AS42081 ECMWF-IT, GB
136.156.32.0/22 #AS42081 ECMWF-IT, GB
136.156.40.0/21 #AS42081 ECMWF-IT, GB
136.156.128.0/19 #AS42081 ECMWF-IT, GB
136.156.192.0/18 #AS42081 ECMWF-IT, GB
192.175.48.1/32 #AS42129 SIXDG-SERVERSTREAM, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS42173 YAHOO-SWITZERLAND, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
91.246.28.0/23 #AS42214 GDNS Global, GB
185.206.40.0/22 #AS42217 GOODWOOD, GB
38.108.97.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
38.109.65.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
38.125.5.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
38.125.20.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
38.125.41.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
38.125.60.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
45.137.48.0/22 #AS42228 BRIGHTSTAR Brightstar AS object, GB
77.108.128.0/18 #AS42228 BRIGHTSTAR Brightstar AS object, GB
193.178.173.0/24 #AS42228 BRIGHTSTAR Brightstar AS object, GB
91.236.116.0/24 #AS42237 W1N, GB
185.217.0.0/23 #AS42237 W1N, GB
185.246.128.0/23 #AS42237 W1N, GB
185.246.130.0/24 #AS42237 W1N, GB
193.105.134.0/24 #AS42237 W1N, GB
192.175.48.1/32 #AS42271 VANCO-UK-AS3, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS42305 SMART-AS, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.250.8.0/24 #AS42330 UNCHAINEDISP , GB
89.251.112.0/20 #AS42332 TSC, GB
91.142.32.0/20 #AS42344 CC-AS, GB
185.18.144.0/22 #AS42344 CC-AS, GB
185.107.8.0/22 #AS42344 CC-AS, GB
91.233.5.0/24 #AS42353 SIMWOOD Simwood eSMS Limited, GB
178.22.136.0/21 #AS42353 SIMWOOD Simwood eSMS Limited, GB
185.63.140.0/24 #AS42353 SIMWOOD Simwood eSMS Limited, GB
185.63.142.0/24 #AS42353 SIMWOOD Simwood eSMS Limited, GB
194.0.210.0/24 #AS42353 SIMWOOD Simwood eSMS Limited, GB
194.0.214.0/24 #AS42359 WEMBLEY-AS, GB
192.175.48.1/32 #AS42412 JSEU, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
41.74.203.0/24 #AS42427 MIMECAST-UK, GB
91.220.42.0/24 #AS42427 MIMECAST-UK, GB
170.10.142.0/24 #AS42427 MIMECAST-UK, GB
185.58.84.0/22 #AS42427 MIMECAST-UK, GB
193.7.204.0/23 #AS42427 MIMECAST-UK, GB
195.130.217.0/24 #AS42427 MIMECAST-UK, GB
207.82.80.0/24 #AS42427 MIMECAST-UK, GB
216.35.243.0/24 #AS42427 MIMECAST-UK, GB
216.35.244.0/24 #AS42427 MIMECAST-UK, GB
216.145.218.0/24 #AS42427 MIMECAST-UK, GB
216.145.222.0/24 #AS42427 MIMECAST-UK, GB
92.118.81.0/24 #AS42457 ASCDCK1, GB
92.118.82.0/23 #AS42457 ASCDCK1, GB
192.175.48.1/32 #AS42460 DIGICOM_BACKUP_ASN, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
86.111.216.0/24 #AS42465 FORCEPOINT-ANYCAST-AS, GB
91.189.144.0/21 #AS42466 METEORIC-AS, GB
193.37.237.0/24 #AS42479 KWW-UK-AS, GB
188.116.46.0/24 #AS42513 NATILIK-AS, GB
192.111.100.0/24 #AS42513 NATILIK-AS, GB
194.62.4.0/23 #AS42513 NATILIK-AS, GB
194.62.8.0/23 #AS42513 NATILIK-AS, GB
170.194.32.0/21 #AS42536 DELOITTE-UK, GB
192.175.48.1/32 #AS42565 PACKETEXCHANGE, GB - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
77.73.144.0/21 #AS42579 SARGASSO-EU-AS, GB
78.158.64.0/21 #AS42579 SARGASSO-EU-AS, GB
84.18.224.0/19 #AS42611 ZZOOMM, GB
85.208.12.0/22 #AS42611 ZZOOMM, GB
91.193.8.0/22 #AS42611 ZZOOMM, GB
149.13.192.0/19 #AS42611 ZZOOMM, GB
154.28.160.0/20 #AS42611 ZZOOMM, GB
154.59.208.0/20 #AS42611 ZZOOMM, GB
85.204.36.0/24 #AS42635 AS-RCKR, GB
185.253.56.0/24 #AS42635 AS-RCKR, GB
5.39.196.0/22 #AS42689 GLIDE, GB
5.151.0.0/18 #AS42689 GLIDE, GB
5.151.64.0/19 #AS42689 GLIDE, GB
5.151.96.0/22 #AS42689 GLIDE, GB
5.151.100.0/23 #AS42689 GLIDE, GB
5.151.102.0/24 #AS42689 GLIDE, GB
5.151.104.0/21 #AS42689 GLIDE, GB
5.151.112.0/21 #AS42689 GLIDE, GB
5.151.120.0/23 #AS42689 GLIDE, GB
5.151.123.0/24 #AS42689 GLIDE, GB
5.151.124.0/23 #AS42689 GLIDE, GB
5.151.127.0/24 #AS42689 GLIDE, GB
5.151.130.0/23 #AS42689 GLIDE, GB
5.151.132.0/22 #AS42689 GLIDE, GB
5.151.136.0/21 #AS42689 GLIDE, GB
5.151.144.0/22 #AS42689 GLIDE, GB
5.151.148.0/23 #AS42689 GLIDE, GB
5.151.151.0/24 #AS42689 GLIDE, GB
5.151.152.0/21 #AS42689 GLIDE, GB
5.151.160.0/19 #AS42689 GLIDE, GB
5.151.196.0/22 #AS42689 GLIDE, GB
5.151.200.0/21 #AS42689 GLIDE, GB
5.151.208.0/20 #AS42689 GLIDE, GB
5.151.226.0/23 #AS42689 GLIDE, GB
5.151.228.0/22 #AS42689 GLIDE, GB
5.151.232.0/21 #AS42689 GLIDE, GB
5.151.240.0/23 #AS42689 GLIDE, GB
5.151.242.0/24 #AS42689 GLIDE, GB
5.151.244.0/22 #AS42689 GLIDE, GB
5.151.248.0/22 #AS42689 GLIDE, GB
5.151.252.0/24 #AS42689 GLIDE, GB
5.151.254.0/23 #AS42689 GLIDE, GB
31.98.96.0/20 #AS42689 GLIDE, GB
31.98.112.0/21 #AS42689 GLIDE, GB
31.220.192.0/20 #AS42689 GLIDE, GB
31.220.208.0/21 #AS42689 GLIDE, GB
31.220.228.0/22 #AS42689 GLIDE, GB
31.220.232.0/23 #AS42689 GLIDE, GB
31.220.234.0/24 #AS42689 GLIDE, GB
31.220.237.0/24 #AS42689 GLIDE, GB
31.220.238.0/23 #AS42689 GLIDE, GB
31.220.240.0/23 #AS42689 GLIDE, GB
31.220.242.0/24 #AS42689 GLIDE, GB
31.220.244.0/24 #AS42689 GLIDE, GB
31.220.246.0/24 #AS42689 GLIDE, GB
31.220.254.0/23 #AS42689 GLIDE, GB
37.203.130.0/23 #AS42689 GLIDE, GB
37.203.132.0/22 #AS42689 GLIDE, GB
37.203.136.0/21 #AS42689 GLIDE, GB
37.203.144.0/23 #AS42689 GLIDE, GB
37.203.147.0/24 #AS42689 GLIDE, GB
37.203.148.0/22 #AS42689 GLIDE, GB
37.203.152.0/22 #AS42689 GLIDE, GB
37.203.156.0/24 #AS42689 GLIDE, GB
37.203.158.0/23 #AS42689 GLIDE, GB
37.203.160.0/21 #AS42689 GLIDE, GB
37.203.171.0/24 #AS42689 GLIDE, GB
37.203.172.0/22 #AS42689 GLIDE, GB
37.203.176.0/24 #AS42689 GLIDE, GB
37.203.179.0/24 #AS42689 GLIDE, GB
37.203.180.0/24 #AS42689 GLIDE, GB
37.203.182.0/23 #AS42689 GLIDE, GB
37.203.185.0/24 #AS42689 GLIDE, GB
37.203.186.0/23 #AS42689 GLIDE, GB
37.203.188.0/22 #AS42689 GLIDE, GB
45.114.208.0/22 #AS42689 GLIDE, GB
46.16.208.0/21 #AS42689 GLIDE, GB
46.20.101.0/24 #AS42689 GLIDE, GB
46.33.0.0/23 #AS42689 GLIDE, GB
46.33.3.0/24 #AS42689 GLIDE, GB
46.33.4.0/22 #AS42689 GLIDE, GB
46.33.18.0/23 #AS42689 GLIDE, GB
46.33.21.0/24 #AS42689 GLIDE, GB
46.33.22.0/24 #AS42689 GLIDE, GB
46.33.28.0/23 #AS42689 GLIDE, GB
46.34.48.0/24 #AS42689 GLIDE, GB
46.34.59.0/24 #AS42689 GLIDE, GB
46.202.28.0/24 #AS42689 GLIDE, GB
46.202.52.0/24 #AS42689 GLIDE, GB
51.146.154.0/24 #AS42689 GLIDE, GB
51.146.157.0/24 #AS42689 GLIDE, GB
51.146.159.0/24 #AS42689 GLIDE, GB
51.146.208.0/23 #AS42689 GLIDE, GB
51.146.210.0/24 #AS42689 GLIDE, GB
51.146.250.0/23 #AS42689 GLIDE, GB
51.194.34.0/23 #AS42689 GLIDE, GB
64.137.12.0/23 #AS42689 GLIDE, GB
64.137.20.0/23 #AS42689 GLIDE, GB
64.137.24.0/22 #AS42689 GLIDE, GB
77.111.120.0/24 #AS42689 GLIDE, GB
77.111.122.0/24 #AS42689 GLIDE, GB
77.244.128.0/20 #AS42689 GLIDE, GB
80.174.115.0/24 #AS42689 GLIDE, GB
82.24.188.0/24 #AS42689 GLIDE, GB
82.25.137.0/24 #AS42689 GLIDE, GB
82.25.141.0/24 #AS42689 GLIDE, GB
82.25.144.0/24 #AS42689 GLIDE, GB
82.25.184.0/24 #AS42689 GLIDE, GB
82.27.9.0/24 #AS42689 GLIDE, GB
82.27.99.0/24 #AS42689 GLIDE, GB
82.27.104.0/24 #AS42689 GLIDE, GB
82.27.120.0/24 #AS42689 GLIDE, GB
82.27.206.0/24 #AS42689 GLIDE, GB
